Date,N10D,GPRD,GPRD_ACT,GPRD_THREAT
19/11/2013,774,94.15567017,85.3325882,85.4109726
20/11/2013,896,81.3353653,58.97091675,98.37513733
21/11/2013,1066,62.14948654,43.37073135,77.51886749
22/11/2013,952,76.55093384,55.50204086,81.01481628
25/11/2013,745,164.5167847,17.73085403,273.6017151
26/11/2013,816,186.7378845,97.12857056,243.0444641
27/11/2013,785,67.51730347,42.06842422,91.23197174
29/11/2013,827,76.10494232,55.90471268,79.93723297
2/12/2013,702,37.75005722,9.408465385,54.93312454
3/12/2013,768,81.95154572,94.59918213,64.5586853
4/12/2013,834,99.29759216,95.03227234,112.2939224
5/12/2013,1041,44.54942322,31.72306824,58.21237564
6/12/2013,929,49.92028809,56.87614441,41.51028442
9/12/2013,754,65.89988708,35.03842163,80.37014008
10/12/2013,813,61.11748123,56.86740494,60.98532486
11/12/2013,834,67.52236176,15.83871174,99.08287811
12/12/2013,1092,57.63625336,42.3380928,65.58342743
13/12/2013,879,45.22276688,15.02785492,62.67358017
16/12/2013,719,41.46468735,0,68.95837402
17/12/2013,771,116.0043106,137.0634003,92.88858032
18/12/2013,793,112.7860413,124.9320755,97.2586441
19/12/2013,984,67.32860565,80.54563904,61.58443069
20/12/2013,936,106.1720505,70.56349182,147.1423035
23/12/2013,628,47.47310638,42.06842422,43.86152649
24/12/2013,656,75.74468994,80.54563904,75.58089447
26/12/2013,632,104.8280945,135.8570557,61.01749039
27/12/2013,662,115.0892029,99.76952362,124.8264618
30/12/2013,579,68.6542511,34.22146225,104.6616287
31/12/2013,626,121.7077637,158.2606049,79.20298767
2/1/2014,726,82.129776,90.97441101,68.29347992
3/1/2014,674,117.9549408,97.99321747,130.7776337
6/1/2014,672,103.5177383,137.5988007,65.58342743
7/1/2014,760,91.53147888,165.1185608,21.74608231
8/1/2014,812,93.82888794,154.5444641,47.49144363
9/1/2014,970,61.47032928,74.89914703,51.11450195
10/1/2014,891,96.66303253,96.36549377,92.74423981
13/1/2014,760,108.9660492,121.6663055,101.4817123
14/1/2014,759,91.65206909,78.31710052,101.6154175
15/1/2014,830,87.80299377,79.57521057,86.28566742
16/1/2014,981,60.78105545,47.12864304,61.77276993
17/1/2014,867,64.95230865,76.17926788,76.24924469
21/1/2014,715,125.0899734,129.3236389,100.1637726
22/1/2014,768,81.95154572,77.39933014,71.73186493
