DATE,DFF,DFII10,DGS1MO,DGS2,DGS10
2019-03-24,2.41,,,,
2019-03-25,2.4,0.55,2.47,2.26,2.43
2019-03-26,2.4,0.55,2.46,2.24,2.41
2019-03-27,2.41,0.55,2.45,2.22,2.39
2019-03-28,2.41,0.56,2.44,2.23,2.39
2019-03-29,2.43,0.53,2.43,2.27,2.41
2019-03-30,2.43,,,,
2019-03-31,2.43,,,,
2019-04-01,2.41,0.59,2.42,2.33,2.49
2019-04-02,2.41,0.58,2.43,2.3,2.48
2019-04-03,2.41,0.61,2.42,2.33,2.52
2019-04-04,2.41,0.61,2.43,2.33,2.51
2019-04-05,2.41,0.6,2.42,2.35,2.5
2019-04-06,2.41,,,,
2019-04-07,2.41,,,,
2019-04-08,2.41,0.61,2.43,2.36,2.52
2019-04-09,2.41,0.6,2.42,2.35,2.51
2019-04-10,2.41,0.54,2.4,2.31,2.48
2019-04-11,2.41,0.57,2.42,2.35,2.51
2019-04-12,2.41,0.61,2.41,2.4,2.56
2019-04-13,2.41,,,,
2019-04-14,2.41,,,,
2019-04-15,2.41,0.61,2.42,2.4,2.55
2019-04-16,2.41,0.64,2.43,2.41,2.6
2019-04-17,2.42,0.65,2.43,2.4,2.59
2019-04-18,2.43,0.62,2.44,2.38,2.57
2019-04-19,2.44,,,,
2019-04-20,2.44,,,,
2019-04-21,2.44,,,,
2019-04-22,2.44,0.64,2.44,2.38,2.59
2019-04-23,2.44,0.62,2.43,2.36,2.57
2019-04-24,2.44,0.57,2.42,2.32,2.53
2019-04-25,2.44,0.56,2.43,2.33,2.54
2019-04-26,2.44,0.54,2.42,2.28,2.51
2019-04-27,2.44,,,,
2019-04-28,2.44,,,,
2019-04-29,2.45,0.58,2.45,2.3,2.54
2019-04-30,2.45,0.56,2.43,2.27,2.51
2019-05-01,2.45,0.59,2.42,2.31,2.52
2019-05-02,2.41,0.66,2.44,2.35,2.55
2019-05-03,2.4,0.63,2.42,2.33,2.54
2019-05-04,2.4,,,,
2019-05-05,2.4,,,,
2019-05-06,2.4,0.6,2.43,2.31,2.51
2019-05-07,2.4,0.58,2.44,2.28,2.45
2019-05-08,2.39,0.62,2.42,2.3,2.49
2019-05-09,2.38,0.6,2.43,2.26,2.45
2019-05-10,2.38,0.59,2.42,2.26,2.47
2019-05-11,2.38,,,,
2019-05-12,2.38,,,,
2019-05-13,2.38,0.55,2.41,2.18,2.4
2019-05-14,2.38,0.56,2.41,2.2,2.42
2019-05-15,2.4,0.54,2.4,2.16,2.37
2019-05-16,2.39,0.56,2.4,2.2,2.4
2019-05-17,2.39,0.58,2.39,2.2,2.39
2019-05-18,2.39,,,,
2019-05-19,2.39,,,,
2019-05-20,2.39,0.6,2.39,2.21,2.41
2019-05-21,2.39,0.6,2.37,2.26,2.43
2019-05-22,2.38,0.6,2.36,2.23,2.39
2019-05-23,2.38,0.58,2.38,2.12,2.31
2019-05-24,2.38,0.56,2.37,2.16,2.32
2019-05-25,2.38,,,,
2019-05-26,2.38,,,,
2019-05-27,2.38,,,,
2019-05-28,2.39,0.53,2.35,2.12,2.26
2019-05-29,2.39,0.5,2.35,2.09,2.25
2019-05-30,2.39,0.48,2.37,2.06,2.22
2019-05-31,2.4,0.4,2.35,1.95,2.14
2019-06-01,2.4,,,,
2019-06-02,2.4,,,,
2019-06-03,2.38,0.34,2.36,1.82,2.07
2019-06-04,2.38,0.38,2.34,1.88,2.12
2019-06-05,2.38,0.37,2.31,1.83,2.12
2019-06-06,2.37,0.39,2.32,1.88,2.12
2019-06-07,2.37,0.35,2.3,1.85,2.09
2019-06-08,2.37,,,,
2019-06-09,2.37,,,,
2019-06-10,2.37,0.42,2.3,1.9,2.15
2019-06-11,2.37,0.43,2.27,1.93,2.15
2019-06-12,2.37,0.42,2.19,1.88,2.13
2019-06-13,2.37,0.42,2.24,1.83,2.1
2019-06-14,2.36,0.46,2.23,1.84,2.09
2019-06-15,2.36,,,,
2019-06-16,2.36,,,,
2019-06-17,2.38,0.48,2.22,1.86,2.09
2019-06-18,2.37,0.42,2.18,1.86,2.06
2019-06-19,2.37,0.36,2.14,1.74,2.03
2019-06-20,2.37,0.27,2.17,1.72,2.01
2019-06-21,2.38,0.34,2.16,1.77,2.07
2019-06-22,2.38,,,,
2019-06-23,2.38,,,,
2019-06-24,2.38,0.31,2.12,1.72,2.02
2019-06-25,2.38,0.33,2.11,1.71,2.0
2019-06-26,2.38,0.35,2.11,1.77,2.05
2019-06-27,2.38,0.33,2.19,1.74,2.01
2019-06-28,2.4,0.31,2.18,1.75,2.0
2019-06-29,2.4,,,,
2019-06-30,2.4,,,,
2019-07-01,2.39,0.34,2.17,1.78,2.03
2019-07-02,2.4,0.33,2.21,1.77,1.98
2019-07-03,2.41,0.31,2.25,1.77,1.96
2019-07-04,2.41,,,,
2019-07-05,2.42,0.35,2.26,1.87,2.04
2019-07-06,2.42,,,,
2019-07-07,2.42,,,,
2019-07-08,2.41,0.35,2.23,1.88,2.05
2019-07-09,2.41,0.36,2.22,1.92,2.07
2019-07-10,2.41,0.33,2.18,1.82,2.07
2019-07-11,2.4,0.36,2.17,1.85,2.13
2019-07-12,2.38,0.35,2.16,1.84,2.12
2019-07-13,2.38,,,,
2019-07-14,2.38,,,,
2019-07-15,2.4,0.32,2.17,1.83,2.09
2019-07-16,2.41,0.33,2.16,1.87,2.13
2019-07-17,2.41,0.31,2.13,1.83,2.06
2019-07-18,2.41,0.25,2.11,1.77,2.04
2019-07-19,2.41,0.25,2.11,1.8,2.05
2019-07-20,2.41,,,,
2019-07-21,2.41,,,,
2019-07-22,2.4,0.26,2.13,1.8,2.05
2019-07-23,2.4,0.27,2.12,1.83,2.08
2019-07-24,2.4,0.26,2.1,1.83,2.05
2019-07-25,2.4,0.28,2.16,1.86,2.08
2019-07-26,2.4,0.3,2.13,1.86,2.08
2019-07-27,2.4,,,,
2019-07-28,2.4,,,,
2019-07-29,2.4,0.29,2.12,1.85,2.06
2019-07-30,2.39,0.28,2.07,1.85,2.06
2019-07-31,2.4,0.26,2.01,1.89,2.02
2019-08-01,2.14,0.2,2.11,1.73,1.9
2019-08-02,2.14,0.2,2.11,1.72,1.86
2019-08-03,2.14,,,,
2019-08-04,2.14,,,,
2019-08-05,2.13,0.15,2.07,1.59,1.75
2019-08-06,2.13,0.11,2.05,1.6,1.73
2019-08-07,2.12,0.09,2.02,1.59,1.71
2019-08-08,2.12,0.07,2.09,1.62,1.72
2019-08-09,2.12,0.08,2.05,1.63,1.74
2019-08-10,2.12,,,,
2019-08-11,2.12,,,,
2019-08-12,2.12,0.04,2.09,1.58,1.65
2019-08-13,2.12,0.05,2.05,1.66,1.68
2019-08-14,2.12,0.02,1.98,1.58,1.59
2019-08-15,2.13,-0.02,2.08,1.48,1.52
2019-08-16,2.13,0.01,2.05,1.48,1.55
2019-08-17,2.13,,,,
2019-08-18,2.13,,,,
2019-08-19,2.13,0.04,2.06,1.53,1.6
2019-08-20,2.13,0.02,2.05,1.5,1.55
2019-08-21,2.12,0.05,2.03,1.56,1.59
2019-08-22,2.12,0.07,2.1,1.61,1.62
2019-08-23,2.12,-0.02,2.07,1.51,1.52
2019-08-24,2.12,,,,
2019-08-25,2.12,,,,
2019-08-26,2.12,0.0,2.09,1.54,1.54
2019-08-27,2.12,-0.06,2.07,1.53,1.49
2019-08-28,2.12,-0.08,2.07,1.5,1.47
2019-08-29,2.12,-0.09,2.1,1.53,1.5
2019-08-30,2.13,-0.05,2.1,1.5,1.5
2019-08-31,2.13,,,,
2019-09-01,2.13,,,,
2019-09-02,2.13,,,,
2019-09-03,2.13,-0.03,2.06,1.47,1.47
2019-09-04,2.13,-0.04,2.05,1.43,1.47
2019-09-05,2.13,0.01,2.05,1.55,1.57
2019-09-06,2.12,0.01,2.05,1.53,1.55
2019-09-07,2.12,,,,
2019-09-08,2.12,,,,
2019-09-09,2.13,0.06,2.04,1.58,1.63
2019-09-10,2.13,0.12,2.04,1.67,1.72
2019-09-11,2.13,0.15,2.01,1.68,1.75
2019-09-12,2.13,0.16,1.99,1.72,1.79
2019-09-13,2.14,0.23,1.99,1.79,1.9
2019-09-14,2.14,,,,
2019-09-15,2.14,,,,
2019-09-16,2.25,0.17,2.08,1.74,1.84
2019-09-17,2.3,0.15,2.1,1.72,1.81
2019-09-18,2.25,0.21,1.94,1.77,1.8
2019-09-19,1.9,0.18,2.01,1.74,1.79
2019-09-20,1.9,0.13,1.95,1.69,1.74
2019-09-21,1.9,,,,
2019-09-22,1.9,,,,
2019-09-23,1.9,0.11,1.94,1.68,1.72
2019-09-24,1.9,0.06,1.9,1.6,1.64
2019-09-25,1.9,0.13,1.8,1.68,1.73
2019-09-26,1.85,0.13,1.91,1.66,1.7
2019-09-27,1.83,0.16,1.9,1.63,1.69
2019-09-28,1.83,,,,
2019-09-29,1.83,,,,
2019-09-30,1.9,0.15,1.91,1.63,1.68
2019-10-01,1.88,0.13,1.79,1.56,1.65
2019-10-02,1.85,0.1,1.75,1.48,1.6
2019-10-03,1.83,0.06,1.78,1.39,1.54
2019-10-04,1.82,0.02,1.73,1.4,1.52
2019-10-05,1.82,,,,
2019-10-06,1.82,,,,
2019-10-07,1.82,0.05,1.76,1.46,1.56
2019-10-08,1.82,0.06,1.69,1.42,1.54
2019-10-09,1.82,0.1,1.69,1.47,1.59
2019-10-10,1.82,0.15,1.74,1.53,1.67
2019-10-11,1.82,0.2,1.76,1.63,1.76
2019-10-12,1.82,,,,
2019-10-13,1.82,,,,
2019-10-14,1.82,,,,
2019-10-15,1.9,0.21,1.74,1.61,1.77
2019-10-16,1.9,0.18,1.71,1.58,1.75
2019-10-17,1.85,0.17,1.74,1.6,1.76
2019-10-18,1.85,0.16,1.75,1.58,1.76
2019-10-19,1.85,,,,
2019-10-20,1.85,,,,
2019-10-21,1.85,0.19,1.76,1.62,1.8
2019-10-22,1.85,0.17,1.75,1.6,1.78
2019-10-23,1.85,0.16,1.74,1.58,1.77
2019-10-24,1.85,0.15,1.75,1.58,1.77
2019-10-25,1.83,0.15,1.73,1.63,1.8
2019-10-26,1.83,,,,
2019-10-27,1.83,,,,
2019-10-28,1.83,0.21,1.74,1.64,1.85
2019-10-29,1.82,0.23,1.66,1.64,1.84
2019-10-30,1.82,0.21,1.61,1.61,1.78
2019-10-31,1.58,0.15,1.59,1.52,1.69
2019-11-01,1.57,0.14,1.58,1.56,1.73
2019-11-02,1.57,,,,
2019-11-03,1.57,,,,
2019-11-04,1.56,0.15,1.58,1.6,1.79
2019-11-05,1.56,0.18,1.56,1.63,1.86
2019-11-06,1.55,0.15,1.55,1.61,1.81
2019-11-07,1.55,0.23,1.57,1.68,1.92
2019-11-08,1.55,0.23,1.56,1.68,1.94
2019-11-09,1.55,,,,
2019-11-10,1.55,,,,
2019-11-11,1.55,,,,
2019-11-12,1.55,0.22,1.56,1.66,1.92
2019-11-13,1.55,0.22,1.56,1.63,1.88
2019-11-14,1.55,0.2,1.59,1.58,1.82
2019-11-15,1.55,0.21,1.59,1.61,1.84
2019-11-16,1.55,,,,
2019-11-17,1.55,,,,
2019-11-18,1.55,0.18,1.59,1.6,1.81
2019-11-19,1.55,0.16,1.58,1.6,1.79
2019-11-20,1.55,0.13,1.57,1.56,1.73
2019-11-21,1.55,0.14,1.57,1.6,1.77
2019-11-22,1.55,0.15,1.58,1.61,1.77
2019-11-23,1.55,,,,
2019-11-24,1.55,,,,
2019-11-25,1.55,0.14,1.6,1.61,1.76
2019-11-26,1.55,0.12,1.63,1.58,1.74
2019-11-27,1.55,0.14,1.65,1.63,1.77
2019-11-28,1.55,,,,
2019-11-29,1.56,0.17,1.62,1.61,1.78
2019-11-30,1.56,,,,
2019-12-01,1.56,,,,
2019-12-02,1.56,0.18,1.6,1.61,1.83
2019-12-03,1.55,0.09,1.56,1.53,1.72
2019-12-04,1.55,0.11,1.59,1.58,1.77
2019-12-05,1.55,0.13,1.52,1.58,1.8
2019-12-06,1.55,0.15,1.52,1.61,1.84
2019-12-07,1.55,,,,
2019-12-08,1.55,,,,
2019-12-09,1.55,0.14,1.54,1.63,1.83
2019-12-10,1.55,0.14,1.53,1.65,1.85
2019-12-11,1.55,0.1,1.54,1.61,1.79
2019-12-12,1.55,0.18,1.57,1.66,1.9
2019-12-13,1.55,0.12,1.55,1.61,1.82
2019-12-14,1.55,,,,
2019-12-15,1.55,,,,
2019-12-16,1.56,0.16,1.57,1.65,1.89
2019-12-17,1.55,0.14,1.56,1.63,1.89
2019-12-18,1.55,0.16,1.56,1.63,1.92
2019-12-19,1.55,0.15,1.54,1.62,1.92
2019-12-20,1.55,0.15,1.57,1.63,1.92
2019-12-21,1.55,,,,
2019-12-22,1.55,,,,
2019-12-23,1.55,0.18,1.57,1.64,1.93
2019-12-24,1.55,0.15,1.55,1.62,1.9
2019-12-25,1.55,,,,
2019-12-26,1.55,0.16,1.59,1.64,1.9
2019-12-27,1.55,0.15,1.56,1.59,1.88
2019-12-28,1.55,,,,
2019-12-29,1.55,,,,
2019-12-30,1.55,0.15,1.51,1.58,1.9
2019-12-31,1.55,0.15,1.48,1.58,1.92
2020-01-01,1.55,,,,
2020-01-02,1.55,0.08,1.53,1.58,1.88
2020-01-03,1.55,0.03,1.52,1.53,1.8
2020-01-04,1.55,,,,
2020-01-05,1.55,,,,
2020-01-06,1.55,0.06,1.54,1.54,1.81
2020-01-07,1.55,0.09,1.52,1.54,1.83
2020-01-08,1.55,0.12,1.5,1.58,1.87
2020-01-09,1.55,0.11,1.53,1.58,1.85
2020-01-10,1.54,0.07,1.52,1.56,1.83
2020-01-11,1.54,,,,
2020-01-12,1.54,,,,
2020-01-13,1.54,0.08,1.54,1.58,1.85
2020-01-14,1.54,0.05,1.53,1.58,1.82
2020-01-15,1.54,0.04,1.53,1.56,1.79
2020-01-16,1.54,0.07,1.54,1.58,1.81
2020-01-17,1.55,0.09,1.54,1.58,1.84
2020-01-18,1.55,,,,
2020-01-19,1.55,,,,
2020-01-20,1.55,,,,
2020-01-21,1.55,0.04,1.52,1.53,1.78
2020-01-22,1.55,0.05,1.52,1.53,1.77
2020-01-23,1.55,0.04,1.55,1.51,1.74
2020-01-24,1.55,0.02,1.54,1.49,1.7
2020-01-25,1.55,,,,
2020-01-26,1.55,,,,
2020-01-27,1.55,-0.02,1.53,1.44,1.61
2020-01-28,1.55,0.0,1.53,1.45,1.65
2020-01-29,1.55,-0.04,1.52,1.42,1.6
2020-01-30,1.6,-0.07,1.59,1.41,1.57
2020-01-31,1.59,-0.14,1.56,1.33,1.51
2020-02-01,1.59,,,,
2020-02-02,1.59,,,,
2020-02-03,1.59,-0.09,1.56,1.36,1.54
2020-02-04,1.59,-0.03,1.55,1.41,1.61
2020-02-05,1.59,0.0,1.55,1.44,1.66
2020-02-06,1.59,-0.02,1.59,1.44,1.65
2020-02-07,1.58,-0.07,1.57,1.41,1.59
2020-02-08,1.58,,,,
2020-02-09,1.58,,,,
2020-02-10,1.58,-0.1,1.58,1.37,1.56
2020-02-11,1.58,-0.06,1.57,1.41,1.59
2020-02-12,1.58,-0.04,1.57,1.44,1.62
2020-02-13,1.58,-0.06,1.59,1.44,1.61
2020-02-14,1.58,-0.07,1.6,1.42,1.59
2020-02-15,1.58,,,,
2020-02-16,1.58,,,,
2020-02-17,1.58,,,,
2020-02-18,1.59,-0.1,1.61,1.41,1.55
2020-02-19,1.59,-0.09,1.61,1.42,1.56
2020-02-20,1.59,-0.11,1.61,1.39,1.52
2020-02-21,1.58,-0.15,1.6,1.34,1.46
2020-02-22,1.58,,,,
2020-02-23,1.58,,,,
2020-02-24,1.58,-0.21,1.6,1.26,1.38
2020-02-25,1.58,-0.2,1.59,1.2,1.33
2020-02-26,1.58,-0.21,1.59,1.16,1.33
2020-02-27,1.58,-0.23,1.56,1.11,1.3
2020-02-28,1.58,-0.28,1.45,0.86,1.13
2020-02-29,1.58,,,,
2020-03-01,1.58,,,,
2020-03-02,1.59,-0.31,1.41,0.84,1.1
2020-03-03,1.59,-0.43,1.11,0.71,1.02
2020-03-04,1.09,-0.44,1.0,0.67,1.02
2020-03-05,1.09,-0.48,0.92,0.59,0.92
2020-03-06,1.09,-0.57,0.79,0.49,0.74
2020-03-07,1.09,,,,
2020-03-08,1.09,,,,
2020-03-09,1.09,-0.45,0.57,0.38,0.54
2020-03-10,1.09,-0.24,0.57,0.5,0.76
2020-03-11,1.09,-0.14,0.42,0.5,0.82
2020-03-12,1.1,-0.04,0.41,0.5,0.88
2020-03-13,1.1,0.04,0.33,0.49,0.94
2020-03-14,1.1,,,,
2020-03-15,1.1,,,,
2020-03-16,0.25,0.0,0.25,0.36,0.73
2020-03-17,0.25,0.39,0.12,0.47,1.02
2020-03-18,0.25,0.55,0.04,0.54,1.18
2020-03-19,0.2,0.62,0.04,0.44,1.12
2020-03-20,0.15,0.17,0.04,0.37,0.92
2020-03-21,0.15,,,,
2020-03-22,0.15,,,,
2020-03-23,0.15,-0.04,0.01,0.28,0.76
2020-03-24,0.12,-0.13,0.01,0.38,0.84
2020-03-25,0.1,-0.19,0.0,0.34,0.88
2020-03-26,0.1,-0.24,0.01,0.3,0.83
2020-03-27,0.1,-0.22,0.01,0.25,0.72
2020-03-28,0.1,,,,
2020-03-29,0.1,,,,
2020-03-30,0.09,-0.25,0.04,0.23,0.7
2020-03-31,0.08,-0.17,0.05,0.23,0.7
2020-04-01,0.06,-0.29,0.03,0.23,0.62
2020-04-02,0.05,-0.4,0.09,0.23,0.63
2020-04-03,0.05,-0.46,0.09,0.23,0.62
2020-04-04,0.05,,,,
2020-04-05,0.05,,,,
2020-04-06,0.05,-0.47,0.09,0.27,0.67
2020-04-07,0.05,-0.42,0.1,0.28,0.75
2020-04-08,0.05,-0.42,0.14,0.27,0.77
2020-04-09,0.05,-0.5,0.2,0.23,0.73
2020-04-10,0.05,,,,
2020-04-11,0.05,,,,
2020-04-12,0.05,,,,
2020-04-13,0.05,-0.5,0.17,0.25,0.76
2020-04-14,0.05,-0.53,0.17,0.23,0.76
2020-04-15,0.05,-0.56,0.14,0.2,0.63
2020-04-16,0.05,-0.42,0.14,0.2,0.61
2020-04-17,0.05,-0.36,0.12,0.2,0.65
2020-04-18,0.05,,,,
2020-04-19,0.05,,,,
2020-04-20,0.05,-0.31,0.1,0.2,0.63
2020-04-21,0.05,-0.38,0.08,0.2,0.58
2020-04-22,0.05,-0.43,0.09,0.22,0.63
2020-04-23,0.04,-0.44,0.09,0.22,0.61
2020-04-24,0.05,-0.51,0.1,0.22,0.6
2020-04-25,0.05,,,,
2020-04-26,0.05,,,,
2020-04-27,0.04,-0.5,0.09,0.24,0.67
2020-04-28,0.04,-0.52,0.08,0.2,0.62
2020-04-29,0.04,-0.51,0.1,0.2,0.63
2020-04-30,0.05,-0.43,0.1,0.2,0.64
2020-05-01,0.05,-0.42,0.1,0.2,0.64
2020-05-02,0.05,,,,
2020-05-03,0.05,,,,
2020-05-04,0.05,-0.43,0.1,0.19,0.64
2020-05-05,0.05,-0.44,0.09,0.19,0.66
2020-05-06,0.05,-0.38,0.08,0.17,0.72
2020-05-07,0.05,-0.45,0.1,0.13,0.63
2020-05-08,0.05,-0.43,0.1,0.16,0.69
2020-05-09,0.05,,,,
2020-05-10,0.05,,,,
2020-05-11,0.05,-0.4,0.09,0.17,0.73
2020-05-12,0.05,-0.4,0.1,0.17,0.69
2020-05-13,0.05,-0.43,0.1,0.16,0.64
2020-05-14,0.05,-0.43,0.09,0.16,0.63
2020-05-15,0.05,-0.45,0.09,0.16,0.64
2020-05-16,0.05,,,,
2020-05-17,0.05,,,,
2020-05-18,0.05,-0.44,0.1,0.18,0.73
2020-05-19,0.05,-0.45,0.09,0.17,0.7
2020-05-20,0.05,-0.48,0.08,0.16,0.68
2020-05-21,0.05,-0.46,0.09,0.17,0.68
2020-05-22,0.05,-0.46,0.09,0.17,0.66
2020-05-23,0.05,,,,
2020-05-24,0.05,,,,
2020-05-25,0.05,,,,
2020-05-26,0.05,-0.44,0.1,0.18,0.69
2020-05-27,0.05,-0.46,0.11,0.19,0.68
2020-05-28,0.05,-0.48,0.14,0.17,0.7
2020-05-29,0.05,-0.5,0.13,0.16,0.65
2020-05-30,0.05,,,,
2020-05-31,0.05,,,,
2020-06-01,0.05,-0.52,0.12,0.14,0.66
2020-06-02,0.06,-0.5,0.12,0.17,0.68
2020-06-03,0.06,-0.44,0.12,0.19,0.77
2020-06-04,0.06,-0.4,0.13,0.19,0.82
2020-06-05,0.07,-0.36,0.13,0.22,0.91
2020-06-06,0.07,,,,
2020-06-07,0.07,,,,
2020-06-08,0.07,-0.4,0.15,0.22,0.88
2020-06-09,0.07,-0.42,0.14,0.2,0.84
2020-06-10,0.08,-0.52,0.13,0.17,0.75
2020-06-11,0.08,-0.55,0.14,0.19,0.66
2020-06-12,0.08,-0.5,0.14,0.19,0.71
2020-06-13,0.08,,,,
2020-06-14,0.08,,,,
2020-06-15,0.09,-0.52,0.15,0.19,0.71
2020-06-16,0.09,-0.52,0.14,0.21,0.75
2020-06-17,0.09,-0.52,0.13,0.19,0.74
2020-06-18,0.09,-0.57,0.13,0.19,0.71
2020-06-19,0.09,-0.6,0.13,0.19,0.7
2020-06-20,0.09,,,,
2020-06-21,0.09,,,,
2020-06-22,0.08,-0.63,0.14,0.19,0.71
2020-06-23,0.08,-0.66,0.12,0.18,0.72
2020-06-24,0.08,-0.64,0.11,0.19,0.69
2020-06-25,0.08,-0.65,0.13,0.17,0.68
2020-06-26,0.08,-0.68,0.12,0.17,0.64
2020-06-27,0.08,,,,
2020-06-28,0.08,,,,
2020-06-29,0.08,-0.7,0.11,0.16,0.64
2020-06-30,0.08,-0.68,0.13,0.16,0.66
2020-07-01,0.08,-0.68,0.12,0.17,0.69
2020-07-02,0.09,-0.73,0.13,0.16,0.68
2020-07-03,0.09,,,,
2020-07-04,0.09,,,,
2020-07-05,0.09,,,,
2020-07-06,0.09,-0.76,0.12,0.16,0.69
2020-07-07,0.09,-0.78,0.12,0.16,0.65
2020-07-08,0.09,-0.75,0.11,0.16,0.67
2020-07-09,0.09,-0.77,0.11,0.16,0.62
2020-07-10,0.09,-0.76,0.1,0.16,0.65
2020-07-11,0.09,,,,
2020-07-12,0.09,,,,
2020-07-13,0.09,-0.78,0.11,0.16,0.64
2020-07-14,0.09,-0.78,0.11,0.14,0.63
2020-07-15,0.1,-0.77,0.12,0.16,0.64
2020-07-16,0.1,-0.79,0.12,0.16,0.62
2020-07-17,0.09,-0.82,0.11,0.14,0.64
2020-07-18,0.09,,,,
2020-07-19,0.09,,,,
2020-07-20,0.1,-0.84,0.11,0.16,0.62
2020-07-21,0.1,-0.87,0.09,0.14,0.61
2020-07-22,0.09,-0.88,0.09,0.14,0.6
2020-07-23,0.09,-0.9,0.09,0.16,0.59
2020-07-24,0.09,-0.92,0.1,0.14,0.59
2020-07-25,0.09,,,,
2020-07-26,0.09,,,,
2020-07-27,0.1,-0.9,0.1,0.15,0.62
2020-07-28,0.1,-0.92,0.09,0.14,0.59
2020-07-29,0.1,-0.95,0.09,0.12,0.58
2020-07-30,0.1,-0.97,0.1,0.11,0.55
2020-07-31,0.1,-1.0,0.09,0.11,0.55
2020-08-01,0.1,,,,
2020-08-02,0.1,,,,
2020-08-03,0.1,-1.02,0.09,0.11,0.56
2020-08-04,0.1,-1.05,0.09,0.11,0.52
2020-08-05,0.1,-1.06,0.08,0.11,0.55
2020-08-06,0.1,-1.08,0.07,0.11,0.55
2020-08-07,0.1,-1.04,0.08,0.13,0.57
2020-08-08,0.1,,,,
2020-08-09,0.1,,,,
2020-08-10,0.1,-1.02,0.09,0.14,0.59
2020-08-11,0.1,-0.99,0.08,0.16,0.64
2020-08-12,0.1,-0.98,0.08,0.16,0.69
2020-08-13,0.1,-0.96,0.08,0.16,0.71
2020-08-14,0.1,-0.94,0.09,0.14,0.71
2020-08-15,0.1,,,,
2020-08-16,0.1,,,,
2020-08-17,0.1,-0.97,0.09,0.14,0.69
2020-08-18,0.09,-1.01,0.08,0.14,0.67
2020-08-19,0.09,-0.99,0.07,0.14,0.68
2020-08-20,0.09,-0.97,0.08,0.13,0.65
2020-08-21,0.09,-1.0,0.07,0.16,0.64
2020-08-22,0.09,,,,
2020-08-23,0.09,,,,
2020-08-24,0.09,-1.02,0.09,0.14,0.65
2020-08-25,0.09,-1.01,0.08,0.15,0.69
2020-08-26,0.09,-1.03,0.08,0.16,0.69
2020-08-27,0.08,-0.99,0.09,0.16,0.74
2020-08-28,0.09,-1.03,0.09,0.14,0.74
2020-08-29,0.09,,,,
2020-08-30,0.09,,,,
2020-08-31,0.09,-1.08,0.08,0.14,0.72
2020-09-01,0.09,-1.08,0.09,0.13,0.68
2020-09-02,0.09,-1.07,0.1,0.14,0.66
2020-09-03,0.09,-1.02,0.1,0.13,0.63
2020-09-04,0.09,-0.98,0.09,0.14,0.72
2020-09-05,0.09,,,,
2020-09-06,0.09,,,,
2020-09-07,0.09,,,,
2020-09-08,0.09,-0.99,0.1,0.14,0.69
2020-09-09,0.09,-1.0,0.1,0.14,0.71
2020-09-10,0.09,-1.01,0.1,0.14,0.68
2020-09-11,0.09,-0.98,0.1,0.13,0.67
2020-09-12,0.09,,,,
2020-09-13,0.09,,,,
2020-09-14,0.09,-0.97,0.1,0.14,0.68
2020-09-15,0.09,-0.99,0.09,0.14,0.68
2020-09-16,0.09,-0.99,0.08,0.14,0.69
2020-09-17,0.09,-0.97,0.09,0.13,0.69
2020-09-18,0.09,-0.97,0.09,0.14,0.7
2020-09-19,0.09,,,,
2020-09-20,0.09,,,,
2020-09-21,0.09,-0.94,0.09,0.14,0.68
2020-09-22,0.09,-0.94,0.08,0.13,0.68
2020-09-23,0.09,-0.92,0.08,0.14,0.68
2020-09-24,0.09,-0.91,0.08,0.14,0.67
2020-09-25,0.09,-0.92,0.08,0.12,0.66
2020-09-26,0.09,,,,
2020-09-27,0.09,,,,
2020-09-28,0.09,-0.94,0.09,0.14,0.67
2020-09-29,0.09,-0.98,0.07,0.11,0.66
2020-09-30,0.09,-0.94,0.08,0.13,0.69
2020-10-01,0.09,-0.95,0.09,0.14,0.68
2020-10-02,0.09,-0.94,0.1,0.13,0.7
2020-10-03,0.09,,,,
2020-10-04,0.09,,,,
2020-10-05,0.09,-0.9,0.09,0.14,0.78
2020-10-06,0.09,-0.9,0.08,0.14,0.76
2020-10-07,0.09,-0.9,0.08,0.16,0.81
2020-10-08,0.09,-0.94,0.09,0.13,0.78
2020-10-09,0.09,-0.94,0.1,0.16,0.79
2020-10-10,0.09,,,,
2020-10-11,0.09,,,,
2020-10-12,0.09,,,,
2020-10-13,0.09,-0.96,0.09,0.16,0.74
2020-10-14,0.09,-0.96,0.1,0.14,0.73
2020-10-15,0.09,-0.95,0.1,0.14,0.74
2020-10-16,0.09,-0.95,0.09,0.14,0.76
2020-10-17,0.09,,,,
2020-10-18,0.09,,,,
2020-10-19,0.09,-0.93,0.09,0.16,0.78
2020-10-20,0.09,-0.91,0.08,0.14,0.81
2020-10-21,0.09,-0.91,0.08,0.14,0.83
2020-10-22,0.09,-0.89,0.09,0.16,0.87
2020-10-23,0.09,-0.9,0.08,0.18,0.85
2020-10-24,0.09,,,,
2020-10-25,0.09,,,,
2020-10-26,0.09,-0.91,0.08,0.16,0.81
2020-10-27,0.09,-0.92,0.08,0.16,0.79
2020-10-28,0.09,-0.91,0.07,0.16,0.79
2020-10-29,0.09,-0.86,0.08,0.16,0.85
2020-10-30,0.09,-0.82,0.08,0.14,0.88
2020-10-31,0.09,,,,
2020-11-01,0.09,,,,
2020-11-02,0.09,-0.84,0.09,0.16,0.87
2020-11-03,0.09,-0.82,0.09,0.17,0.9
2020-11-04,0.09,-0.86,0.08,0.14,0.78
