DATE,DFF,DFII10,DGS1MO,DGS2,DGS10
2020-11-05,0.09,-0.87,0.09,0.14,0.79
2020-11-06,0.09,-0.82,0.1,0.16,0.83
2020-11-07,0.09,,,,
2020-11-08,0.09,,,,
2020-11-09,0.09,-0.77,0.1,0.17,0.96
2020-11-10,0.09,-0.78,0.09,0.19,0.98
2020-11-11,0.09,,,,
2020-11-12,0.09,-0.83,0.1,0.17,0.88
2020-11-13,0.09,-0.83,0.1,0.17,0.89
2020-11-14,0.09,,,,
2020-11-15,0.09,,,,
2020-11-16,0.09,-0.81,0.09,0.19,0.91
2020-11-17,0.09,-0.83,0.08,0.18,0.87
2020-11-18,0.09,-0.82,0.07,0.16,0.88
2020-11-19,0.08,-0.84,0.08,0.18,0.86
2020-11-20,0.08,-0.86,0.09,0.16,0.83
2020-11-21,0.08,,,,
2020-11-22,0.08,,,,
2020-11-23,0.08,-0.85,0.08,0.16,0.86
2020-11-24,0.08,-0.86,0.08,0.16,0.88
2020-11-25,0.08,-0.87,0.07,0.17,0.88
2020-11-26,0.08,,,,
2020-11-27,0.08,-0.91,0.09,0.16,0.84
2020-11-28,0.08,,,,
2020-11-29,0.08,,,,
2020-11-30,0.09,-0.93,0.08,0.16,0.84
2020-12-01,0.09,-0.89,0.07,0.17,0.92
2020-12-02,0.09,-0.9,0.07,0.16,0.95
2020-12-03,0.09,-0.94,0.08,0.16,0.92
2020-12-04,0.09,-0.92,0.07,0.16,0.97
2020-12-05,0.09,,,,
2020-12-06,0.09,,,,
2020-12-07,0.09,-0.94,0.09,0.14,0.94
2020-12-08,0.09,-0.97,0.08,0.14,0.92
2020-12-09,0.09,-0.96,0.07,0.16,0.95
2020-12-10,0.09,-0.96,0.07,0.14,0.92
2020-12-11,0.09,-0.97,0.08,0.11,0.9
2020-12-12,0.09,,,,
2020-12-13,0.09,,,,
2020-12-14,0.09,-0.98,0.07,0.13,0.9
2020-12-15,0.09,-0.99,0.07,0.11,0.92
2020-12-16,0.09,-1.0,0.08,0.13,0.92
2020-12-17,0.09,-1.0,0.08,0.13,0.94
2020-12-18,0.09,-1.0,0.08,0.13,0.95
2020-12-19,0.09,,,,
2020-12-20,0.09,,,,
2020-12-21,0.09,-1.0,0.08,0.13,0.95
2020-12-22,0.09,-1.01,0.07,0.13,0.93
2020-12-23,0.09,-1.01,0.07,0.13,0.96
2020-12-24,0.09,-1.03,0.09,0.13,0.94
2020-12-25,0.09,,,,
2020-12-26,0.09,,,,
2020-12-27,0.09,,,,
2020-12-28,0.09,-1.03,0.09,0.13,0.94
2020-12-29,0.09,-1.02,0.08,0.12,0.94
2020-12-30,0.09,-1.03,0.06,0.12,0.93
2020-12-31,0.09,-1.06,0.08,0.13,0.93
2021-01-01,0.09,,,,
2021-01-02,0.09,,,,
2021-01-03,0.09,,,,
2021-01-04,0.09,-1.08,0.09,0.11,0.93
2021-01-05,0.09,-1.07,0.08,0.13,0.96
2021-01-06,0.09,-1.02,0.09,0.14,1.04
2021-01-07,0.09,-1.01,0.09,0.14,1.08
2021-01-08,0.09,-0.93,0.08,0.14,1.13
2021-01-09,0.09,,,,
2021-01-10,0.09,,,,
2021-01-11,0.09,-0.91,0.09,0.14,1.15
2021-01-12,0.09,-0.93,0.09,0.14,1.15
2021-01-13,0.09,-0.96,0.09,0.14,1.1
2021-01-14,0.09,-0.94,0.09,0.16,1.15
2021-01-15,0.09,-0.99,0.08,0.13,1.11
2021-01-16,0.09,,,,
2021-01-17,0.09,,,,
2021-01-18,0.09,,,,
2021-01-19,0.09,-1.0,0.07,0.14,1.1
2021-01-20,0.09,-1.02,0.08,0.13,1.1
2021-01-21,0.08,-0.98,0.07,0.13,1.12
2021-01-22,0.08,-0.99,0.07,0.13,1.1
2021-01-23,0.08,,,,
2021-01-24,0.08,,,,
2021-01-25,0.08,-1.03,0.07,0.13,1.05
2021-01-26,0.08,-1.03,0.05,0.11,1.05
2021-01-27,0.08,-1.04,0.05,0.12,1.04
2021-01-28,0.07,-1.06,0.05,0.12,1.07
2021-01-29,0.07,-1.02,0.07,0.11,1.11
2021-01-30,0.07,,,,
2021-01-31,0.07,,,,
2021-02-01,0.08,-1.02,0.06,0.11,1.09
2021-02-02,0.08,-1.03,0.04,0.11,1.12
2021-02-03,0.08,-1.04,0.03,0.11,1.15
2021-02-04,0.08,-1.02,0.03,0.11,1.15
2021-02-05,0.08,-1.02,0.02,0.09,1.19
2021-02-06,0.08,,,,
2021-02-07,0.08,,,,
2021-02-08,0.07,-1.03,0.04,0.11,1.19
2021-02-09,0.08,-1.04,0.04,0.11,1.18
2021-02-10,0.08,-1.06,0.05,0.11,1.15
2021-02-11,0.08,-1.04,0.05,0.11,1.16
2021-02-12,0.08,-1.01,0.03,0.11,1.2
2021-02-13,0.08,,,,
2021-02-14,0.08,,,,
2021-02-15,0.08,,,,
2021-02-16,0.08,-0.94,0.03,0.13,1.3
2021-02-17,0.08,-0.92,0.03,0.11,1.29
2021-02-18,0.07,-0.87,0.03,0.11,1.29
2021-02-19,0.07,-0.8,0.03,0.11,1.34
2021-02-20,0.07,,,,
2021-02-21,0.07,,,,
2021-02-22,0.07,-0.79,0.03,0.11,1.37
2021-02-23,0.07,-0.79,0.03,0.11,1.37
2021-02-24,0.07,-0.79,0.03,0.12,1.38
2021-02-25,0.07,-0.6,0.04,0.17,1.54
2021-02-26,0.07,-0.71,0.04,0.14,1.44
2021-02-27,0.07,,,,
2021-02-28,0.07,,,,
2021-03-01,0.07,-0.71,0.03,0.13,1.45
2021-03-02,0.07,-0.78,0.04,0.13,1.42
2021-03-03,0.07,-0.74,0.04,0.14,1.47
2021-03-04,0.07,-0.66,0.03,0.14,1.54
2021-03-05,0.07,-0.66,0.04,0.14,1.56
2021-03-06,0.07,,,,
2021-03-07,0.07,,,,
2021-03-08,0.07,-0.62,0.04,0.17,1.59
2021-03-09,0.07,-0.66,0.04,0.17,1.55
2021-03-10,0.07,-0.73,0.03,0.16,1.53
2021-03-11,0.07,-0.74,0.04,0.14,1.54
2021-03-12,0.07,-0.62,0.03,0.14,1.64
2021-03-13,0.07,,,,
2021-03-14,0.07,,,,
2021-03-15,0.07,-0.65,0.02,0.14,1.62
2021-03-16,0.07,-0.68,0.01,0.15,1.62
2021-03-17,0.07,-0.67,0.01,0.13,1.63
2021-03-18,0.07,-0.56,0.01,0.16,1.71
2021-03-19,0.07,-0.57,0.01,0.16,1.74
2021-03-20,0.07,,,,
2021-03-21,0.07,,,,
2021-03-22,0.07,-0.64,0.02,0.15,1.69
2021-03-23,0.07,-0.66,0.02,0.15,1.63
2021-03-24,0.07,-0.69,0.02,0.14,1.62
2021-03-25,0.07,-0.69,0.02,0.14,1.63
2021-03-26,0.07,-0.67,0.02,0.14,1.67
2021-03-27,0.07,,,,
2021-03-28,0.07,,,,
2021-03-29,0.07,-0.63,0.02,0.14,1.73
2021-03-30,0.07,-0.62,0.01,0.16,1.73
2021-03-31,0.06,-0.63,0.01,0.16,1.74
2021-04-01,0.07,-0.66,0.02,0.17,1.69
2021-04-02,0.07,-0.64,0.02,0.19,1.72
2021-04-03,0.07,,,,
2021-04-04,0.07,,,,
2021-04-05,0.07,-0.62,0.03,0.17,1.73
2021-04-06,0.07,-0.65,0.02,0.16,1.67
2021-04-07,0.07,-0.66,0.01,0.16,1.68
2021-04-08,0.07,-0.69,0.02,0.14,1.64
2021-04-09,0.07,-0.64,0.02,0.16,1.67
2021-04-10,0.07,,,,
2021-04-11,0.07,,,,
2021-04-12,0.07,-0.64,0.02,0.18,1.69
2021-04-13,0.07,-0.69,0.03,0.16,1.64
2021-04-14,0.07,-0.69,0.02,0.16,1.64
2021-04-15,0.07,-0.77,0.02,0.16,1.56
2021-04-16,0.07,-0.77,0.02,0.16,1.59
2021-04-17,0.07,,,,
2021-04-18,0.07,,,,
2021-04-19,0.07,-0.73,0.01,0.16,1.61
2021-04-20,0.07,-0.74,0.01,0.15,1.58
2021-04-21,0.07,-0.76,0.0,0.15,1.57
2021-04-22,0.07,-0.76,0.02,0.16,1.57
2021-04-23,0.07,-0.76,0.01,0.16,1.58
2021-04-24,0.07,,,,
2021-04-25,0.07,,,,
2021-04-26,0.07,-0.78,0.02,0.18,1.58
2021-04-27,0.07,-0.76,0.01,0.17,1.63
2021-04-28,0.07,-0.78,0.01,0.17,1.63
2021-04-29,0.06,-0.77,0.01,0.16,1.65
2021-04-30,0.05,-0.76,0.01,0.16,1.65
2021-05-01,0.05,,,,
2021-05-02,0.05,,,,
2021-05-03,0.06,-0.79,0.02,0.16,1.63
2021-05-04,0.06,-0.81,0.01,0.16,1.61
2021-05-05,0.06,-0.88,0.01,0.16,1.59
2021-05-06,0.06,-0.87,0.01,0.16,1.58
2021-05-07,0.06,-0.89,0.01,0.14,1.6
2021-05-08,0.06,,,,
2021-05-09,0.06,,,,
2021-05-10,0.06,-0.91,0.02,0.16,1.63
2021-05-11,0.06,-0.89,0.01,0.16,1.64
2021-05-12,0.06,-0.85,0.01,0.16,1.69
2021-05-13,0.06,-0.85,0.0,0.16,1.66
2021-05-14,0.06,-0.88,0.01,0.16,1.63
2021-05-15,0.06,,,,
2021-05-16,0.06,,,,
2021-05-17,0.06,-0.9,0.0,0.16,1.64
2021-05-18,0.06,-0.88,0.0,0.16,1.64
2021-05-19,0.06,-0.8,0.0,0.16,1.68
2021-05-20,0.06,-0.78,0.01,0.15,1.63
2021-05-21,0.06,-0.8,0.0,0.17,1.63
2021-05-22,0.06,,,,
2021-05-23,0.06,,,,
2021-05-24,0.06,-0.83,0.01,0.15,1.61
2021-05-25,0.06,-0.86,0.01,0.15,1.56
2021-05-26,0.06,-0.82,0.0,0.14,1.58
2021-05-27,0.06,-0.81,0.0,0.14,1.61
2021-05-28,0.05,-0.84,0.01,0.14,1.58
2021-05-29,0.05,,,,
2021-05-30,0.05,,,,
2021-05-31,0.05,,,,
2021-06-01,0.06,-0.84,0.01,0.16,1.62
2021-06-02,0.06,-0.85,0.01,0.13,1.59
2021-06-03,0.06,-0.79,0.0,0.16,1.63
2021-06-04,0.06,-0.84,0.01,0.14,1.56
2021-06-05,0.06,,,,
2021-06-06,0.06,,,,
2021-06-07,0.06,-0.82,0.01,0.16,1.57
2021-06-08,0.06,-0.83,0.01,0.14,1.53
2021-06-09,0.06,-0.82,0.01,0.16,1.5
2021-06-10,0.06,-0.9,0.01,0.14,1.45
2021-06-11,0.06,-0.85,0.01,0.16,1.47
2021-06-12,0.06,,,,
2021-06-13,0.06,,,,
2021-06-14,0.06,-0.85,0.01,0.16,1.51
2021-06-15,0.06,-0.87,0.02,0.16,1.51
2021-06-16,0.06,-0.75,0.04,0.21,1.57
2021-06-17,0.1,-0.75,0.05,0.23,1.52
2021-06-18,0.1,-0.79,0.05,0.26,1.45
2021-06-19,0.1,,,,
2021-06-20,0.1,,,,
2021-06-21,0.1,-0.75,0.04,0.27,1.5
2021-06-22,0.1,-0.83,0.04,0.25,1.48
2021-06-23,0.1,-0.84,0.04,0.26,1.5
2021-06-24,0.1,-0.81,0.05,0.26,1.49
2021-06-25,0.1,-0.8,0.05,0.28,1.54
2021-06-26,0.1,,,,
2021-06-27,0.1,,,,
2021-06-28,0.1,-0.84,0.04,0.25,1.49
2021-06-29,0.1,-0.83,0.04,0.27,1.49
2021-06-30,0.08,-0.87,0.05,0.25,1.45
2021-07-01,0.1,-0.87,0.05,0.25,1.48
2021-07-02,0.1,-0.89,0.05,0.24,1.44
2021-07-03,0.1,,,,
2021-07-04,0.1,,,,
2021-07-05,0.1,,,,
2021-07-06,0.1,-0.94,0.05,0.22,1.37
2021-07-07,0.1,-0.95,0.05,0.22,1.33
2021-07-08,0.1,-0.92,0.06,0.19,1.3
2021-07-09,0.1,-0.91,0.06,0.23,1.37
2021-07-10,0.1,,,,
2021-07-11,0.1,,,,
2021-07-12,0.1,-0.95,0.05,0.23,1.38
2021-07-13,0.1,-0.94,0.05,0.26,1.42
2021-07-14,0.1,-0.97,0.06,0.23,1.37
2021-07-15,0.1,-1.01,0.05,0.23,1.31
2021-07-16,0.1,-1.02,0.05,0.25,1.31
2021-07-17,0.1,,,,
2021-07-18,0.1,,,,
2021-07-19,0.1,-1.05,0.05,0.21,1.19
2021-07-20,0.1,-1.03,0.05,0.2,1.23
2021-07-21,0.1,-0.98,0.04,0.22,1.3
2021-07-22,0.1,-1.01,0.04,0.2,1.27
2021-07-23,0.1,-1.05,0.05,0.22,1.3
2021-07-24,0.1,,,,
2021-07-25,0.1,,,,
2021-07-26,0.1,-1.11,0.05,0.22,1.29
2021-07-27,0.1,-1.13,0.04,0.2,1.25
2021-07-28,0.1,-1.15,0.04,0.2,1.26
2021-07-29,0.1,-1.15,0.05,0.2,1.28
2021-07-30,0.07,-1.16,0.05,0.19,1.24
2021-07-31,0.07,,,,
2021-08-01,0.07,,,,
2021-08-02,0.1,-1.17,0.05,0.17,1.2
2021-08-03,0.1,-1.19,0.05,0.17,1.19
2021-08-04,0.1,-1.16,0.05,0.17,1.19
2021-08-05,0.1,-1.1,0.05,0.21,1.23
2021-08-06,0.1,-1.06,0.04,0.21,1.31
2021-08-07,0.1,,,,
2021-08-08,0.1,,,,
2021-08-09,0.1,-1.04,0.04,0.23,1.33
2021-08-10,0.1,-1.04,0.05,0.24,1.36
2021-08-11,0.1,-1.07,0.05,0.23,1.35
2021-08-12,0.1,-1.05,0.05,0.23,1.36
2021-08-13,0.1,-1.08,0.04,0.23,1.29
2021-08-14,0.1,,,,
2021-08-15,0.1,,,,
2021-08-16,0.1,-1.1,0.04,0.21,1.26
2021-08-17,0.1,-1.07,0.03,0.23,1.26
2021-08-18,0.09,-1.05,0.03,0.23,1.27
2021-08-19,0.09,-1.04,0.04,0.22,1.24
2021-08-20,0.09,-1.01,0.04,0.23,1.26
2021-08-21,0.09,,,,
2021-08-22,0.09,,,,
2021-08-23,0.09,-1.02,0.04,0.23,1.25
2021-08-24,0.09,-1.01,0.03,0.24,1.29
2021-08-25,0.09,-1.0,0.04,0.23,1.35
2021-08-26,0.09,-0.99,0.04,0.25,1.34
2021-08-27,0.08,-1.08,0.04,0.22,1.31
2021-08-28,0.08,,,,
2021-08-29,0.08,,,,
2021-08-30,0.08,-1.08,0.04,0.2,1.29
2021-08-31,0.06,-1.03,0.03,0.2,1.3
2021-09-01,0.08,-1.03,0.04,0.2,1.31
2021-09-02,0.08,-1.03,0.05,0.2,1.29
2021-09-03,0.08,-1.01,0.04,0.21,1.33
2021-09-04,0.08,,,,
2021-09-05,0.08,,,,
2021-09-06,0.08,,,,
2021-09-07,0.08,-0.98,0.04,0.22,1.38
2021-09-08,0.08,-1.03,0.05,0.22,1.35
2021-09-09,0.08,-1.08,0.07,0.23,1.3
2021-09-10,0.08,-1.05,0.06,0.23,1.35
2021-09-11,0.08,,,,
2021-09-12,0.08,,,,
2021-09-13,0.08,-1.04,0.06,0.21,1.33
2021-09-14,0.08,-1.05,0.05,0.21,1.28
2021-09-15,0.08,-1.04,0.04,0.21,1.31
2021-09-16,0.08,-1.01,0.06,0.23,1.34
2021-09-17,0.08,-0.96,0.06,0.23,1.37
2021-09-18,0.08,,,,
2021-09-19,0.08,,,,
2021-09-20,0.08,-0.98,0.06,0.23,1.31
2021-09-21,0.08,-0.96,0.05,0.22,1.33
2021-09-22,0.08,-0.96,0.04,0.25,1.32
2021-09-23,0.08,-0.9,0.05,0.27,1.41
2021-09-24,0.08,-0.87,0.06,0.29,1.47
2021-09-25,0.08,,,,
2021-09-26,0.08,,,,
2021-09-27,0.08,-0.87,0.06,0.31,1.48
2021-09-28,0.08,-0.84,0.07,0.31,1.54
2021-09-29,0.08,-0.82,0.05,0.3,1.55
2021-09-30,0.06,-0.85,0.07,0.28,1.52
2021-10-01,0.08,-0.9,0.08,0.27,1.48
2021-10-02,0.08,,,,
2021-10-03,0.08,,,,
2021-10-04,0.08,-0.89,0.09,0.27,1.49
2021-10-05,0.08,-0.91,0.1,0.28,1.54
2021-10-06,0.08,-0.9,0.06,0.3,1.53
2021-10-07,0.08,-0.88,0.03,0.32,1.58
2021-10-08,0.08,-0.89,0.02,0.32,1.61
2021-10-09,0.08,,,,
2021-10-10,0.08,,,,
2021-10-11,0.08,,,,
2021-10-12,0.08,-0.9,0.03,0.35,1.59
2021-10-13,0.08,-0.96,0.03,0.37,1.56
2021-10-14,0.08,-1.0,0.05,0.36,1.52
2021-10-15,0.08,-0.97,0.04,0.41,1.59
2021-10-16,0.08,,,,
2021-10-17,0.08,,,,
2021-10-18,0.08,-0.95,0.05,0.44,1.59
2021-10-19,0.08,-0.89,0.06,0.41,1.65
2021-10-20,0.08,-0.92,0.06,0.4,1.65
2021-10-21,0.08,-0.96,0.06,0.45,1.68
2021-10-22,0.08,-0.98,0.05,0.48,1.66
2021-10-23,0.08,,,,
2021-10-24,0.08,,,,
2021-10-25,0.08,-1.02,0.07,0.47,1.64
2021-10-26,0.08,-1.06,0.06,0.47,1.63
2021-10-27,0.08,-1.11,0.06,0.5,1.54
2021-10-28,0.08,-1.0,0.06,0.5,1.57
2021-10-29,0.07,-0.96,0.06,0.48,1.55
2021-10-30,0.07,,,,
2021-10-31,0.07,,,,
2021-11-01,0.08,-0.92,0.05,0.5,1.58
2021-11-02,0.08,-0.95,0.05,0.46,1.56
2021-11-03,0.08,-0.93,0.05,0.47,1.6
2021-11-04,0.08,-1.03,0.05,0.41,1.53
2021-11-05,0.08,-1.09,0.05,0.39,1.45
2021-11-06,0.08,,,,
2021-11-07,0.08,,,,
2021-11-08,0.08,-1.11,0.04,0.45,1.51
2021-11-09,0.08,-1.17,0.04,0.41,1.46
2021-11-10,0.08,-1.14,0.06,0.51,1.56
2021-11-11,0.08,,,,
2021-11-12,0.08,-1.15,0.05,0.53,1.58
2021-11-13,0.08,,,,
2021-11-14,0.08,,,,
2021-11-15,0.08,-1.13,0.06,0.53,1.63
2021-11-16,0.08,-1.1,0.06,0.54,1.63
2021-11-17,0.08,-1.1,0.06,0.52,1.6
2021-11-18,0.08,-1.14,0.12,0.52,1.59
2021-11-19,0.08,-1.11,0.11,0.52,1.54
2021-11-20,0.08,,,,
2021-11-21,0.08,,,,
2021-11-22,0.08,-0.98,0.07,0.63,1.63
2021-11-23,0.08,-0.95,0.06,0.6,1.67
2021-11-24,0.08,-0.97,0.14,0.64,1.64
2021-11-25,0.08,,,,
2021-11-26,0.08,-1.07,0.11,0.5,1.48
2021-11-27,0.08,,,,
2021-11-28,0.08,,,,
2021-11-29,0.08,-1.02,0.07,0.51,1.52
2021-11-30,0.07,-1.07,0.11,0.52,1.43
2021-12-01,0.08,-1.01,0.09,0.56,1.43
2021-12-02,0.08,-1.03,0.05,0.63,1.44
2021-12-03,0.08,-1.08,0.04,0.6,1.35
2021-12-04,0.08,,,,
2021-12-05,0.08,,,,
2021-12-06,0.08,-1.01,0.05,0.65,1.43
2021-12-07,0.08,-0.99,0.05,0.7,1.48
2021-12-08,0.08,-1.0,0.04,0.68,1.52
2021-12-09,0.08,-0.98,0.03,0.7,1.49
2021-12-10,0.08,-0.96,0.03,0.67,1.48
2021-12-11,0.08,,,,
2021-12-12,0.08,,,,
2021-12-13,0.08,-0.98,0.01,0.66,1.42
2021-12-14,0.08,-0.93,0.02,0.67,1.44
2021-12-15,0.08,-0.92,0.03,0.69,1.47
2021-12-16,0.08,-0.98,0.04,0.64,1.44
2021-12-17,0.08,-0.97,0.03,0.66,1.41
2021-12-18,0.08,,,,
2021-12-19,0.08,,,,
2021-12-20,0.08,-0.96,0.03,0.65,1.43
2021-12-21,0.08,-0.96,0.03,0.7,1.48
2021-12-22,0.08,-1.01,0.03,0.68,1.46
2021-12-23,0.08,-0.97,0.04,0.71,1.5
2021-12-24,0.08,,,,
2021-12-25,0.08,,,,
2021-12-26,0.08,,,,
2021-12-27,0.08,-1.02,0.04,0.76,1.48
2021-12-28,0.08,-1.01,0.03,0.74,1.49
2021-12-29,0.08,-0.98,0.01,0.75,1.55
2021-12-30,0.08,-1.06,0.06,0.73,1.52
2021-12-31,0.07,-1.04,0.06,0.73,1.52
2022-01-01,0.07,,,,
2022-01-02,0.07,,,,
2022-01-03,0.08,-0.97,0.05,0.78,1.63
2022-01-04,0.08,-0.91,0.06,0.77,1.66
2022-01-05,0.08,-0.82,0.05,0.83,1.71
2022-01-06,0.08,-0.73,0.04,0.88,1.73
2022-01-07,0.08,-0.72,0.05,0.87,1.76
2022-01-08,0.08,,,,
2022-01-09,0.08,,,,
2022-01-10,0.08,-0.7,0.05,0.92,1.78
2022-01-11,0.08,-0.79,0.04,0.9,1.75
2022-01-12,0.08,-0.74,0.04,0.92,1.74
2022-01-13,0.08,-0.73,0.05,0.91,1.7
2022-01-14,0.08,-0.66,0.05,0.99,1.78
2022-01-15,0.08,,,,
2022-01-16,0.08,,,,
2022-01-17,0.08,,,,
2022-01-18,0.08,-0.59,0.05,1.06,1.87
2022-01-19,0.08,-0.57,0.05,1.04,1.83
2022-01-20,0.08,-0.5,0.05,1.08,1.83
2022-01-21,0.08,-0.59,0.05,1.01,1.75
2022-01-22,0.08,,,,
2022-01-23,0.08,,,,
2022-01-24,0.08,-0.63,0.05,0.99,1.75
2022-01-25,0.08,-0.63,0.05,1.02,1.78
2022-01-26,0.08,-0.53,0.06,1.13,1.85
2022-01-27,0.08,-0.59,0.04,1.18,1.81
2022-01-28,0.08,-0.66,0.04,1.15,1.78
2022-01-29,0.08,,,,
2022-01-30,0.08,,,,
2022-01-31,0.08,-0.65,0.03,1.18,1.79
2022-02-01,0.08,-0.62,0.04,1.18,1.81
2022-02-02,0.08,-0.63,0.04,1.16,1.78
2022-02-03,0.08,-0.56,0.03,1.19,1.82
2022-02-04,0.08,-0.48,0.05,1.31,1.93
2022-02-05,0.08,,,,
2022-02-06,0.08,,,,
2022-02-07,0.08,-0.48,0.03,1.3,1.92
2022-02-08,0.08,-0.46,0.03,1.35,1.96
2022-02-09,0.08,-0.48,0.04,1.36,1.94
2022-02-10,0.08,-0.42,0.05,1.61,2.03
2022-02-11,0.08,-0.51,0.03,1.5,1.92
2022-02-12,0.08,,,,
2022-02-13,0.08,,,,
2022-02-14,0.08,-0.5,0.03,1.58,1.98
2022-02-15,0.08,-0.43,0.02,1.58,2.05
2022-02-16,0.08,-0.43,0.03,1.52,2.03
2022-02-17,0.08,-0.46,0.06,1.49,1.97
2022-02-18,0.08,-0.49,0.03,1.47,1.92
2022-02-19,0.08,,,,
2022-02-20,0.08,,,,
2022-02-21,0.08,,,,
2022-02-22,0.08,-0.51,0.03,1.56,1.94
2022-02-23,0.08,-0.54,0.02,1.58,1.99
2022-02-24,0.08,-0.59,0.05,1.54,1.96
2022-02-25,0.08,-0.57,0.03,1.55,1.97
2022-02-26,0.08,,,,
2022-02-27,0.08,,,,
2022-02-28,0.08,-0.79,0.06,1.44,1.83
