,OXY,XOM,USGG10YR,USGG2YR,BSBYON,DXY,OPCRTOTL,OPECDALY,EURUSD,MRO,TIPX,SPIP
2015-01-01,80.5774,92.45,2.1712,0.6645,,90.27600000000001,30302,52.0,1.2104,28.29,19.06,27.99
2015-01-02,80.6174,92.83,2.1105,0.6647,,91.08,30302,51.78,1.2002,28.6,19.2052,28.25
2015-01-05,77.6286,90.29,2.032,0.6568,,91.37799999999999,30302,48.87,1.1933,27.27,19.2215,28.185
2015-01-06,76.9689,89.81,1.9402,0.625,,91.499,30302,46.57,1.189,26.86,19.19,28.205
2015-01-07,76.9789,90.72,1.9677,0.6091,,91.89,30302,44.79,1.1839,27.19,19.1776,28.235
2015-01-08,77.6586,92.23,2.0179,0.6051,,92.368,30302,45.68,1.1793,27.74,19.17,28.16
2015-01-09,77.5087,92.1,1.9449,0.561,,91.935,30302,45.19,1.1842,27.65,19.27,28.225
2015-01-12,74.9197,90.33,1.9069999999999998,0.5449,,91.98299999999999,30302,43.55,1.1834,26.24,19.27,28.245
2015-01-13,74.9397,90.0,1.9,0.5388,,92.31,30302,41.5,1.1773,25.89,19.27,28.18
2015-01-14,75.4495,89.74,1.8553,0.5006,,92.161,30302,41.65,1.1789,25.96,19.27,28.335
2015-01-15,75.9593,88.96,1.7149,0.4122,,92.352,30302,43.14,1.1633,25.47,19.37,28.59
2015-01-16,78.0285,91.12,1.8368,0.4835,,92.52,30302,43.4,1.1567,26.6,19.4053,28.42
2015-01-19,78.0285,91.12,1.8368,0.4835,,92.52,30302,43.87,1.1606,26.6,19.4053,28.42
2015-01-20,77.9785,91.09,1.788,0.4914,,93.046,30302,43.04,1.155,25.94,19.4,28.49
2015-01-21,79.208,91.87,1.8717,0.5074,,92.904,30302,43.25,1.161,26.59,19.31,28.345
2015-01-22,78.8281,92.87,1.8631,0.5174,,94.07700000000001,30302,43.05,1.1366,26.83,19.31,28.345
2015-01-23,78.8181,90.89,1.7968,0.4864,,94.762,30302,43.69,1.1204,26.52,19.44,28.575
2015-01-26,80.2876,91.76,1.8241,0.5107,,94.802,30302,42.9,1.1238,27.27,19.43,28.515
2015-01-27,79.3779,90.95,1.8231,0.5105,,94.022,30302,43.24,1.1381,26.97,19.43,28.59
2015-01-28,76.4691,87.95,1.7207,0.4654,,94.46700000000001,30302,44.08,1.1287,25.55,19.45,28.755
2015-01-29,78.2784,87.58,1.7512,0.5158,,94.78200000000001,30302,43.88,1.1320000000000001,25.57,19.4402,28.655
2015-01-30,79.9677,87.42,1.6407,0.4488,,94.804,30302,44.83,1.1291,26.6,19.63,28.905
2015-02-02,80.1276,89.58,1.6642,0.4586,,94.50399999999999,30285,48.19,1.1341,27.9,19.57,28.895
2015-02-03,82.1168,92.25,1.7915,0.5079,,93.6,30285,51.77,1.1481,28.79,19.52,28.72
2015-02-04,80.8173,91.46,1.7513,0.4842,,93.986,30285,52.22,1.1345,27.98,19.5166,28.765
2015-02-05,82.0868,92.36,1.8204,0.5198,,93.569,30285,50.81,1.1477,28.38,19.5499,28.635
2015-02-06,81.717,91.5,1.9567,0.6435,,94.698,30285,53.36,1.1316,27.96,19.374000000000002,28.43
2015-02-09,81.2272,91.56,1.9775,0.6517,,94.449,30285,53.58,1.1325,28.31,19.33,28.4
2015-02-10,81.2772,91.01,1.9967,0.6499,,94.758,30285,53.14,1.1321,28.38,19.33,28.29
2015-02-11,79.9477,90.6,2.0176,0.6642,,94.985,30285,52.21,1.1336,28.08,19.24,28.21
2015-02-12,82.0069,92.37,1.9844,0.6242,,94.094,30285,52.86,1.1403,28.78,19.3,28.17
2015-02-13,83.0764,93.37,2.0504,0.6411,,94.20100000000001,30285,55.97,1.1394,29.49,19.3,28.115
2015-02-16,83.0764,93.37,2.0504,0.6411,,94.20100000000001,30285,56.43,1.1355,29.49,19.3,28.115
2015-02-17,82.4967,93.05,2.1379,0.6615,,94.061,30285,56.69,1.1411,29.63,19.21,27.95
2015-02-18,81.3371,91.01,2.08,0.597,,94.198,30285,56.83,1.1397,29.02,19.21,28.075
2015-02-19,80.5774,89.44,2.1142,0.6174,,94.404,30285,56.29,1.1368,29.01,19.2399,28.03
2015-02-20,80.0676,89.92,2.1117,0.6321,,94.25299999999999,30285,56.55,1.1381,28.47,19.29,28.03
2015-02-23,79.7678,89.01,2.0574,0.6017,,94.569,30285,54.09,1.1335,28.54,19.19,28.105
2015-02-24,79.7178,89.42,1.98,0.5529,,94.493,30285,53.54,1.1340000000000001,28.83,19.19,28.28
2015-02-25,80.1776,89.6,1.9688,0.6026,,94.213,30285,53.81,1.1361,29.06,19.3,28.35
2015-02-26,78.2884,88.65,2.0295,0.6461,,95.292,30285,56.07,1.1198,28.0,19.35,28.33
2015-02-27,77.8485,88.54,1.993,0.6184,,95.29299999999999,30285,56.83,1.1196,27.86,19.45,28.505
2015-03-02,77.7086,88.04,2.082,0.6621,,95.462,30428,56.74,1.1184,27.67,19.4062,28.22
2015-03-03,77.9785,87.62,2.1189,0.6782,,95.383,30428,55.94,1.1176,27.74,19.38,28.26
2015-03-04,78.2984,87.18,2.1172,0.6546,,95.965,30428,55.82,1.1078,27.61,19.31,28.315
2015-03-05,77.4587,86.74,2.1154,0.6389,,96.37799999999999,30428,55.77,1.103,27.34,19.31,28.265
2015-03-06,74.7398,85.63,2.2414,0.7234,,97.615,30428,55.63,1.0844,26.78,19.17,27.95
2015-03-09,74.7698,85.16,2.1907,0.6917,,97.588,30428,54.53,1.0852,26.3,19.122,27.885
2015-03-10,73.7902,84.26,2.1297,0.6799,,98.618,30428,53.03,1.0698,25.82,19.14,27.935
2015-03-11,74.23,84.02,2.1086,0.6802,,99.795,30428,52.25,1.0547,25.79,19.13,27.9722
2015-03-12,74.5499,84.22,2.1156,0.6644,,99.435,30428,53.16,1.0635,25.61,19.160999999999998,27.925
2015-03-13,72.8106,83.87,2.114,0.657,,100.33,30428,51.66,1.0496,25.78,19.082,27.8
2015-03-16,73.0805,84.76,2.0717,0.6491,,99.604,30428,49.46,1.0568,26.01,19.12,27.825
2015-03-17,72.3308,84.08,2.0507,0.6716,,99.585,30428,48.76,1.0597,25.56,19.08,27.87
2015-03-18,73.9801,86.07,1.9199,0.5525,,98.55,30428,49.17,1.0864,26.34,19.2804,28.32
2015-03-19,71.84100000000001,84.41,1.9685,0.6092,,99.26,30428,50.17,1.0659999999999998,25.69,19.2804,28.335
2015-03-20,72.6906,84.54,1.9303,0.5812,,97.90899999999999,30428,49.93,1.0821,26.18,19.33,28.42
2015-03-23,72.8306,85.43,1.912,0.5691,,97.03299999999999,30428,50.3,1.0946,25.91,19.33,28.395
2015-03-24,72.4207,84.52,1.8731,0.557,,97.193,30428,50.92,1.0924,25.9,19.35,28.565
2015-03-25,73.6902,84.86,1.925,0.6023,,96.979,30428,50.83,1.097,26.41,19.3923,28.505
2015-03-26,73.7002,84.32,1.9894,0.6102,,97.436,30428,54.55,1.0884,26.38,19.33,28.355
2015-03-27,72.6906,83.58,1.9615,0.5944,,97.291,30428,52.93,1.0889,25.9,19.335,28.36
2015-03-30,73.9501,85.63,1.9475,0.5787,,97.975,30428,51.45,1.0833,26.43,19.29,28.285
2015-03-31,72.9705,85.0,1.9231,0.5551,,98.35700000000001,31176,51.06,1.0731,26.11,19.36,28.35
2015-04-01,74.21,84.46,1.8573,0.5355,,98.185,31176,52.48,1.0763,26.64,19.46,28.6
2015-04-02,74.5199,84.3,1.9117,0.5396,,97.436,31176,52.93,1.088,27.07,19.31,28.45
2015-04-03,74.5199,84.3,1.8389,0.4762,,96.545,31176,53.1,1.0969,27.07,19.31,28.45
2015-04-06,76.4791,85.13,1.8952,0.496,,96.777,31176,53.2,1.0922,27.9,19.4899,28.56
2015-04-07,76.779,85.75,1.8848,0.5159,,97.83,31176,54.61,1.0814,28.16,19.46,28.6394
2015-04-08,76.5691,84.06,1.9047,0.5318,,97.94,31176,54.28,1.0781,27.96,19.4,28.5494
2015-04-09,77.7986,84.65,1.9596,0.5478,,99.155,31176,53.52,1.0659,28.77,19.4,28.45
2015-04-10,78.4183,85.56,1.9473,0.556,,99.338,31176,54.04,1.0604,29.18,19.4,28.405
2015-04-13,77.7086,85.34,1.9272,0.528,,99.49,31176,55.86,1.0567,28.9,19.4032,28.45
2015-04-14,79.268,86.63,1.8985,0.512,,98.73299999999999,31176,55.91,1.0655,29.4,19.45,28.4985
2015-04-15,81.4771,88.08,1.8880000000000001,0.496,,98.319,31176,57.01,1.0684,30.7,19.49,28.585
2015-04-16,81.3371,87.73,1.8897,0.4839,,97.415,31176,58.88,1.0761,30.7,19.5199,28.615
2015-04-17,80.4975,86.93,1.8653,0.5081,,97.52,31176,59.52,1.0806,30.52,19.602,28.8
2015-04-20,80.3375,87.24,1.8896,0.5202,,97.941,31176,59.5,1.0738,30.97,19.602,28.72
2015-04-21,79.4179,86.88,1.9087,0.5162,,98.00399999999999,31176,58.84,1.0736,30.13,19.602,28.64
2015-04-22,79.5578,87.46,1.9788,0.5446,,97.932,31176,58.09,1.0725,30.35,19.45,28.4646
2015-04-23,80.0077,87.54,1.9577,0.5284,,97.27799999999999,31176,59.14,1.0824,30.55,19.52,28.555
2015-04-24,79.7378,86.97,1.9086,0.5041,,96.92200000000001,31176,60.95,1.0873,30.33,19.51,28.69
2015-04-27,79.3979,87.01,1.9208,0.5163,,96.765,31176,61.06,1.0891,30.41,19.58,28.685
2015-04-28,79.6678,87.8,2.0034,0.561,,96.09200000000001,31176,60.41,1.0981,30.72,19.49,28.51
2015-04-29,80.0776,87.87,2.0388,0.557,,95.209,31176,60.92,1.1128,31.19,19.45,28.415
2015-04-30,80.0676,87.37,2.0317,0.5670000000000001,,94.6,31392,62.21,1.1224,31.1,19.5,28.515
2015-05-01,80.4675,88.85,2.1135,0.595,,95.29700000000001,31392,62.23,1.1199,30.77,19.5,28.345
2015-05-04,79.9977,89.11,2.144,0.5991,,95.48,31392,62.85,1.1146,31.08,19.4,28.22
2015-05-05,78.5882,88.61,2.1853,0.623,,95.07600000000001,31392,63.62,1.1185,29.97,19.37,28.23
2015-05-06,79.3879,88.19,2.2431,0.6351,,94.087,31392,64.96,1.1347,29.81,19.37,28.0
2015-05-07,77.5786,87.6,2.18,0.6313,,94.635,31392,63.98,1.1267,28.92,19.37,28.1399
2015-05-08,77.8685,88.99,2.1478,0.5719,,94.794,31392,62.44,1.1199,29.31,19.37,28.2
2015-05-11,76.649,86.78,2.2797,0.616,,95.01100000000001,31392,62.03,1.1155,28.4,19.22,27.935
2015-05-12,76.649,87.02,2.2489,0.5961,,94.53399999999999,31392,62.49,1.1213,28.39,19.22,27.975
2015-05-13,76.1392,86.56,2.2926,0.5762,,93.617,31392,63.77,1.1354,28.15,19.22,27.895
2015-05-14,76.2592,86.97,2.2301,0.5441,,93.45700000000001,31392,63.13,1.141,27.62,19.29,27.965
2015-05-15,76.809,87.35,2.1424,0.5363,,93.135,31392,62.74,1.1451,27.68,19.4,28.155
2015-05-18,77.2088,86.85,2.2337,0.5767,,94.221,31392,62.98,1.1315,27.71,19.34,27.9924
2015-05-19,75.8094,86.99,2.2886,0.6133,,95.26700000000001,31392,61.11,1.115,27.33,19.29,27.8727
2015-05-20,76.589,87.13,2.2479,0.585,,95.448,31392,60.91,1.1094,27.46,19.32,27.945
2015-05-21,76.9189,87.21,2.1898,0.573,,95.255,31392,61.86,1.1112,28.18,19.32,28.066
2015-05-22,76.9789,86.52,2.2092,0.6142,,96.014,31392,62.03,1.1013,28.09,19.34,28.095
2015-05-25,76.9789,86.52,2.2092,0.6142,,96.014,31392,61.18,1.0978,28.09,19.34,28.095
2015-05-26,76.689,85.35,2.1390000000000002,0.6123,,97.29899999999999,31392,60.73,1.0873,27.68,19.36,28.13
2015-05-27,76.789,85.11,2.1285,0.6485,,97.37100000000001,31392,60.43,1.0904,27.58,19.33,28.085
2015-05-28,77.6986,85.11,2.1355,0.6289,,96.965,31392,59.33,1.0949,27.22,19.32,28.078000000000003
2015-05-29,78.1584,85.2,2.1214,0.6053,,96.90700000000001,31392,60.47,1.0986,27.19,19.32,28.175
2015-06-01,78.8581,85.13,2.1794,0.6447,,97.39200000000001,31270,60.46,1.0927,27.09,19.3,28.035
2015-06-02,79.4079,85.14,2.2624,0.6527,,95.835,31270,62.26,1.1151,27.08,19.3,27.895
2015-06-03,78.3383,84.95,2.3642,0.6725,,95.465,31270,61.49,1.1275,27.08,19.16,27.6999
2015-06-04,77.2688,84.22,2.307,0.6607,,95.461,31270,59.61,1.1238,26.65,19.16,27.785
2015-06-05,79.058,84.28,2.4076,0.7087,,96.306,31270,58.61,1.1114,26.95,19.17,27.725
2015-06-08,77.1988,84.85,2.3824,0.6808,,95.29899999999999,31270,59.42,1.1291,26.58,19.1731,27.7202
2015-06-09,77.4487,84.58,2.4384,0.7169,,95.166,31270,60.27,1.1283,26.73,19.16,27.645
2015-06-10,78.7982,85.21,2.4838,0.725,,94.646,31270,62.41,1.1324,27.06,19.12,27.5501
2015-06-11,78.8581,85.09,2.3772,0.7131,,94.976,31270,62.14,1.1258,26.93,19.17,27.695
2015-06-12,77.7486,84.02,2.3918,0.7256,,94.97200000000001,31270,61.17,1.1266,26.49,19.2,27.73
2015-06-15,77.4187,83.72,2.3559,0.7015,,94.81,31270,60.17,1.1283,26.44,19.18,27.8038
2015-06-16,78.4783,84.68,2.3093,0.6855,,94.999,31270,60.08,1.1248,26.72,19.3,27.97
2015-06-17,78.7682,84.73,2.3165,0.6492,,94.296,31270,60.27,1.1337,26.54,19.35,27.9781
2015-06-18,79.068,85.48,2.3345,0.6331,,94.042,31270,60.56,1.1359,26.53,19.32,27.93
2015-06-19,77.9385,85.21,2.2577,0.6169,,94.085,31270,59.98,1.1352,25.92,19.34,28.035
2015-06-22,78.7582,85.17,2.3725,0.6575,,94.329,31270,59.36,1.1341,26.12,19.2802,27.845
2015-06-23,79.3679,85.07,2.4087,0.6779,,95.432,31270,59.96,1.1167,26.61,19.25,27.805
2015-06-24,79.288,84.68,2.3672,0.6802,,95.264,31270,60.68,1.1205,26.61,19.27,27.89
2015-06-25,78.4983,83.93,2.4088,0.688,,95.18700000000001,31270,59.58,1.1205,26.81,19.23,27.84
2015-06-26,79.178,83.86,2.4726,0.7117,,95.47200000000001,31270,59.14,1.1167,27.75,19.21,27.715
2015-06-29,77.3387,82.82,2.3242,0.6329,,94.79,31270,58.24,1.1236,26.69,19.31,27.925
2015-06-30,77.7386,83.2,2.3531,0.6427,,95.485,32349,58.79,1.1147,26.54,19.31,27.865
2015-07-01,75.9193,82.37,2.4219,0.6882,,96.31,32349,59.81,1.1053,25.79,19.23,27.765
2015-07-02,75.6994,83.14,2.3823,0.627,,96.113,32349,59.31,1.1084,25.73,19.29,27.865
2015-07-03,75.6994,83.14,2.3823,0.627,,96.113,32349,58.35,1.1114,25.73,19.29,27.865
2015-07-06,73.8701,82.53,2.285,0.5892,,96.29799999999999,32349,55.79,1.1056,25.12,19.33,28.005
2015-07-07,74.17,82.87,2.2582,0.5852,,96.865,32349,54.25,1.1011,25.71,19.37,28.115
2015-07-08,72.5107,81.97,2.1922,0.5414,,96.294,32349,53.78,1.1077,24.73,19.39,28.12
2015-07-09,73.0905,81.6,2.3211,0.5851,,96.60600000000001,32349,55.54,1.1036,24.78,19.35,27.95
2015-07-10,73.2804,82.22,2.3972,0.637,,96.025,32349,55.99,1.1162,24.46,19.26,27.78
2015-07-13,73.4203,82.42,2.4538,0.6772,,96.85799999999999,32349,55.23,1.1002,24.73,19.2,27.72
2015-07-14,74.25,83.11,2.401,0.637,,96.64299999999999,32349,54.55,1.1009,25.08,19.2299,27.77
2015-07-15,73.0605,82.76,2.3521,0.625,,97.166,32349,54.94,1.095,24.4,19.23,27.825
2015-07-16,72.4707,82.91,2.3503,0.6552,,97.66799999999999,32349,54.23,1.0875,24.27,19.26,27.87
2015-07-17,71.8909,82.61,2.3469,0.6655,,97.86200000000001,32349,53.99,1.083,23.57,19.24,27.85
2015-07-20,70.2316,81.76,2.3723,0.7061,,98.029,32349,53.79,1.0825,23.24,19.2,27.78
2015-07-21,70.1916,81.66,2.3253,0.6778,,97.32799999999999,32349,53.57,1.0935,23.17,19.24,27.8401
2015-07-22,69.4419,81.79,2.3235,0.7063,,97.598,32349,53.45,1.0929,22.34,19.239,27.886
2015-07-23,69.6618,81.14,2.2677,0.6942,,97.115,32349,53.04,1.0984,22.1,19.24,27.92
2015-07-24,68.3924,79.94,2.2624,0.6781,,97.244,32349,52.08,1.0984,21.41,19.2,27.905
2015-07-27,67.7326,79.26,2.2175,0.6495,,96.50200000000001,32349,51.3,1.1088,20.69,19.2499,27.945
2015-07-28,69.5919,82.48,2.2499,0.6679999999999999,,96.772,32349,50.55,1.1059999999999999,21.2,19.218,27.915
2015-07-29,70.8314,83.14,2.2859,0.7038,,96.976,32349,50.83,1.0984,21.76,19.22,27.875
2015-07-30,71.3712,83.01,2.2589,0.7275,,97.56,32349,51.46,1.0932,21.86,19.22,27.95
2015-07-31,70.1716,79.21,2.1801,0.6606,,97.336,32088,50.51,1.0984,21.01,19.27,28.02
2015-08-03,69.372,78.06,2.148,0.6646,,97.494,32088,48.4,1.095,20.57,19.25,28.045
2015-08-04,69.0021,77.17,2.2213,0.7322,,97.931,32088,47.9,1.0881,20.51,19.15,27.895
2015-08-05,68.6323,77.17,2.2699,0.7263,,97.958,32088,47.89,1.0906,19.79,19.11,27.79
2015-08-06,69.392,78.09,2.2214,0.7006,,97.833,32088,47.09,1.0925,19.45,19.1,27.815
2015-08-07,68.7522,76.83,2.1623,0.7169,,97.56299999999999,32088,46.95,1.0967,18.4,19.19,27.9151
2015-08-10,71.2512,78.75,2.2269,0.721,,97.15899999999999,32088,47.32,1.1019,18.98,19.19,27.86
2015-08-11,71.4511,77.49,2.1409,0.6729999999999999,,97.29,32088,47.66,1.1042,18.88,19.24,27.99
2015-08-12,73.7002,78.79,2.148,0.6651,,96.262,32088,47.09,1.1159,19.06,19.24,27.91
2015-08-13,72.9005,78.65,2.1854,0.7073,,96.445,32088,47.29,1.115,18.02,19.15,27.835
2015-08-14,73.3703,78.36,2.1977,0.7218,,96.52,32088,46.62,1.1109,17.4,19.15,27.83
2015-08-17,73.7102,78.77,2.1678,0.7058,,96.806,32088,45.96,1.1078,17.36,19.15,27.84
2015-08-18,73.7602,77.9,2.1925,0.718,,97.04,32088,45.77,1.1024,17.48,19.1199,27.735
2015-08-19,72.1308,76.23,2.1256,0.6574,,96.359,32088,45.39,1.112,16.23,19.1,27.8774
2015-08-20,70.4415,74.57,2.0679,0.6533,,95.98,32088,44.13,1.1242,16.13,19.16,27.89
2015-08-21,69.232,72.13,2.0365,0.6128,,95.008,32088,43.0,1.1386,15.73,19.23,27.935
2015-08-24,65.7034,68.72,2.0034,0.568,,93.33200000000001,32088,40.67,1.1619,14.39,19.24,27.805
2015-08-25,65.7234,68.71,2.0714,0.6005,,94.53,32088,40.47,1.1517,14.04,19.18,27.74
2015-08-26,67.1229,72.5,2.1752,0.672,,95.1,32088,40.51,1.1314,14.65,19.07,27.5424
2015-08-27,70.5315,74.85,2.1841,0.6878,,95.61,32088,42.37,1.1246,15.97,19.18,27.68
2015-08-28,71.811,75.07,2.1807,0.7156,,96.10600000000001,32088,45.19,1.1185,16.65,19.22,27.785
2015-08-31,72.9805,75.24,2.2179,0.7375,,95.824,32161,47.01,1.1211,17.29,19.32,27.77
2015-09-01,69.9817,72.08,2.1524,0.7040000000000001,,95.45,32161,47.8,1.1315,16.85,19.2,27.735
2015-09-02,71.0513,73.23,2.1843,0.7081,,95.82799999999999,32161,45.56,1.1227,16.87,19.2,27.6
2015-09-03,70.8314,73.79,2.1596,0.6923,,96.405,32161,47.4,1.1123,16.87,19.2,27.6183
2015-09-04,69.6219,72.46,2.1244,0.7067,,96.229,32161,46.83,1.1149,16.36,19.19,27.6749
2015-09-07,69.6219,72.46,2.1244,0.7067,,96.229,32161,45.59,1.117,16.36,19.19,27.6749
2015-09-08,69.4719,73.5,2.1828,0.7327,,95.985,32161,45.38,1.1203,16.32,19.0643,27.5547
2015-09-09,67.6127,72.0,2.2006,0.7409,,96.012,32161,45.96,1.1207,14.91,19.0643,27.585
2015-09-10,67.7126,72.52,2.222,0.733,,95.456,32161,44.83,1.128,14.98,19.1,27.605
2015-09-11,66.873,72.69,2.1883,0.7053,,95.194,32161,44.64,1.1338,15.09,19.105999999999998,27.65
2015-09-14,66.1633,72.49,2.1831,0.7256,,95.24600000000001,32161,43.85,1.1317,15.41,19.105999999999998,27.67
2015-09-15,66.723,72.86,2.2867,0.8024,,95.611,32161,43.13,1.1269,15.45,19.03,27.44
2015-09-16,68.3624,74.3,2.294,0.8108,,95.42,32161,44.57,1.129,16.21,19.04,27.415
2015-09-17,68.3124,74.46,2.1903,0.6795,,94.55,32161,45.1,1.1435,16.43,19.01,27.645
2015-09-18,66.813,72.68,2.1336,0.6777,,94.863,32161,44.34,1.1298,15.84,19.19,27.73
2015-09-21,66.773,73.39,2.2012,0.7062,,95.89399999999999,32161,43.81,1.119,16.11,19.19,27.555
2015-09-22,65.7334,72.74,2.1337,0.6738,,96.28299999999999,32161,43.84,1.112,15.66,19.19,27.655
2015-09-23,64.7938,72.3,2.1497,0.6993,,96.068,32161,44.69,1.1186,15.3,19.12,27.595
2015-09-24,65.0537,72.73,2.1266,0.6798,,95.994,32161,44.48,1.123,15.45,19.12,27.6254
2015-09-25,66.0933,73.23,2.1623,0.6918,,96.26899999999999,32161,43.76,1.1195,15.75,19.12,27.4555
2015-09-28,63.6143,72.6,2.0949,0.6683,,96.03399999999999,32161,43.54,1.1244,14.76,19.05,27.475
2015-09-29,64.444,72.97,2.0508,0.6486,,95.855,32161,43.51,1.1249,14.97,19.09,27.545
2015-09-30,66.1233,74.35,2.0368,0.6289,,96.35,32017,43.58,1.1177,15.4,19.11,27.61
2015-10-01,65.9433,74.06,2.0368,0.6447,,96.185,32017,44.48,1.1195,15.31,19.16,27.7
2015-10-02,68.7622,75.88,1.9929,0.5794,,95.83,32017,43.82,1.1216,16.66,19.2601,27.895
2015-10-05,70.6215,76.81,2.0562,0.6052,,96.10600000000001,32017,44.95,1.1188,18.05,19.2416,27.805
2015-10-06,71.5611,77.89,2.0315,0.6012,,95.455,32017,46.08,1.1272,19.17,19.28,27.88
2015-10-07,71.861,79.2,2.0668,0.625,,95.49700000000001,32017,48.24,1.1237,19.17,19.25,27.865
2015-10-08,74.0401,80.03,2.104,0.633,,95.318,32017,48.1,1.1276,20.18,19.26,27.83
2015-10-09,73.5703,79.26,2.0881,0.637,,94.81299999999999,32017,48.79,1.1358,19.59,19.26,27.75
2015-10-12,73.0105,79.3,2.0881,0.637,,94.84100000000001,32017,47.97,1.1358,18.96,19.26,27.845
2015-10-13,72.6806,79.16,2.0439,0.617,,94.759,32017,46.0,1.1379,18.59,19.26,27.83
2015-10-14,73.8701,80.16,1.9718,0.5487,,93.931,32017,45.21,1.1474,18.91,19.29,27.89
2015-10-15,74.6898,81.48,2.0175,0.5968,,94.37100000000001,32017,45.05,1.1386,19.43,19.28,27.816
2015-10-16,74.2,82.48,2.0334,0.6088,,94.54,32017,45.71,1.1348,19.28,19.23,27.79
2015-10-19,72.6806,80.99,2.0228,0.5866,,94.928,32017,44.92,1.1327,18.28,19.23,27.7225
2015-10-20,72.5507,80.83,2.0669999999999997,0.629,,94.913,32017,43.87,1.1346,18.56,19.17,27.68
2015-10-21,71.9809,80.21,2.0228,0.6209,,95.035,32017,43.67,1.1339,18.02,19.208,27.73
2015-10-22,74.31,82.89,2.0263,0.6006,,96.37799999999999,32017,43.44,1.1109,18.48,19.2197,27.795
2015-10-23,73.6802,82.98,2.0866,0.6413,,97.12700000000001,32017,43.45,1.1018,18.3,19.2,27.76
2015-10-26,71.631,81.22,2.0564,0.6372,,96.861,32017,43.13,1.1058,17.59,19.18,27.77
2015-10-27,70.1716,81.09,2.037,0.6209,,96.906,32017,42.4,1.1051,17.11,19.22,27.81
2015-10-28,73.7802,82.28,2.1009,0.7029,,97.78200000000001,32017,43.2,1.0923,17.68,19.22,27.665
2015-10-29,74.1001,82.23,2.1725,0.7236,,97.28200000000001,32017,44.34,1.0977,17.55,19.11,27.59
2015-10-30,74.5099,82.74,2.1421,0.7240000000000001,,96.946,32017,43.66,1.1006,18.38,19.18,27.695
2015-11-02,75.5495,85.28,2.1709,0.7531,,96.928,32034,43.95,1.1016,19.01,19.11,27.65
2015-11-03,76.5691,86.85,2.2105,0.7657,,97.15799999999999,32034,43.89,1.0964,19.66,19.12,27.625
2015-11-04,75.7294,85.98,2.225,0.8116,,97.95,32034,44.43,1.0866,19.4,19.06,27.57
2015-11-05,75.6794,84.81,2.2323,0.8256,,97.936,32034,43.28,1.0884,19.0,19.04,27.5
2015-11-06,75.0697,84.47,2.3252,0.8859,,99.16799999999999,32034,42.72,1.0741,18.29,18.96,27.365
2015-11-09,75.1796,81.95,2.3436,0.8821,,98.979,32034,42.13,1.0752,18.36,18.998,27.35
2015-11-10,76.2292,82.35,2.3419,0.8744,,99.29299999999999,32034,42.26,1.0724,18.78,19.02,27.35
2015-11-11,75.5894,81.62,2.3301,0.8744,,99.01299999999999,32034,41.53,1.0743,17.3,19.02,27.33
2015-11-12,73.1105,79.41,2.3116,0.8706,,98.649,32034,40.21,1.0814,17.2,19.02,27.355
2015-11-13,73.4803,78.1,2.2658,0.8347,,98.99799999999999,32034,39.21,1.0773,17.14,19.01,27.395
2015-11-16,74.9397,80.9,2.2676,0.851,,99.44200000000001,32034,38.18,1.0686,17.87,19.02,27.385
2015-11-17,74.22,79.96,2.2658,0.8511,,99.631,32034,38.29,1.0642,17.71,19.01,27.425
2015-11-18,75.7394,80.74,2.2728,0.8756,,99.652,32034,38.04,1.0659999999999998,17.9,19.01,27.465
2015-11-19,75.2696,80.3,2.2482,0.8921,,98.98899999999999,32034,38.52,1.0734,17.64,19.01,27.565
2015-11-20,74.0601,79.79,2.2623,0.9172,,99.565,32034,38.37,1.0646,17.42,19.05,27.565
2015-11-23,74.0701,80.28,2.2377,0.9174,,99.803,32034,38.35,1.0636,17.53,19.07,27.63
2015-11-24,75.8693,81.88,2.2377,0.9303,,99.527,32034,39.59,1.0643,18.5,19.1,27.655
2015-11-25,75.3495,81.25,2.2341,0.9343,,99.795,32034,39.81,1.0624,18.11,19.11,27.645
2015-11-26,75.3495,81.25,2.2341,0.9343,,99.795,32034,39.65,1.061,18.11,19.11,27.645
2015-11-27,75.1596,81.23,2.2201,0.9185,,100.02,32034,39.08,1.0593,17.44,19.15,27.645
2015-11-30,75.5595,81.66,2.206,0.9304,,100.17,32001,38.93,1.0565,17.51,19.11,27.655
2015-12-01,76.65899999999999,81.89,2.1431,0.9067,,99.795,32001,39.25,1.0633,17.63,19.15,27.7475
2015-12-02,75.2796,79.55,2.1797,0.9345,,99.993,32001,38.4,1.0615,16.67,19.0919,27.66
2015-12-03,72.4007,78.41,2.3136,0.9505,,97.62100000000001,32001,37.84,1.094,16.55,19.017,27.455
2015-12-04,71.691,78.86,2.2693,0.9388,,98.354,32001,38.03,1.0881,16.12,19.08,27.545
2015-12-07,69.292,76.8,2.2288,0.9269,,98.655,32001,36.4,1.0837,14.78,19.0499,27.56
2015-12-08,67.2728,74.63,2.2182,0.929,,98.47399999999999,32001,35.25,1.0892,14.92,19.02,27.565
2015-12-09,67.9225,75.63,2.2164,0.9229999999999999,,97.345,32001,34.74,1.1025,14.5,19.02,27.52
2015-12-10,68.3924,75.69,2.2305,0.9432,,97.939,32001,34.64,1.0941,14.74,18.9799,27.415
2015-12-11,66.0033,74.34,2.127,0.875,,97.565,32001,33.71,1.0986,14.34,19.04,27.54
