,OXY,XOM,USGG10YR,USGG2YR,BSBYON,DXY,OPCRTOTL,OPECDALY,EURUSD,MRO,TIPX,SPIP
2020-06-29,17.86,44.32,0.6234,0.1485,0.07957,97.536,24550,37.34,1.1242,5.96,20.34,30.16
2020-06-30,18.3,44.72,0.6561,0.1485,0.07858,97.391,22530,38.22,1.1234,6.12,20.33,30.14
2020-07-01,17.41,43.71,0.6758,0.1603,0.08454,97.196,22530,42.69,1.1251,5.95,20.32,30.15
2020-07-02,17.78,44.08,0.6693,0.1526,0.08045,97.31700000000001,22530,42.93,1.1239,6.12,20.383,30.24
2020-07-03,17.78,44.08,0.6693,0.1526,0.08045,97.17200000000001,22530,42.96,1.1248,6.12,20.383,30.24
2020-07-06,18.18,44.39,0.6759,0.1566,0.08484,96.725,22530,43.57,1.1309,5.86,20.4,30.29
2020-07-07,17.15,43.24,0.6397,0.1567,0.08317999999999999,96.881,22530,43.15,1.1274,5.57,20.3983,30.31
2020-07-08,17.28,43.14,0.6644,0.1587,0.08498,96.428,22530,43.44,1.133,5.67,20.38,30.25
2020-07-09,16.28,41.36,0.6135,0.1508,0.08113,96.7,22530,43.31,1.1285,5.27,20.4,30.32
2020-07-10,16.71,42.65,0.6447,0.1529,0.08113,96.652,22530,43.47,1.13,5.35,20.38,30.3
2020-07-13,16.16,42.66,0.6184,0.1509,0.08356,96.464,22530,43.38,1.1344,5.13,20.405,30.33
2020-07-14,16.68,44.07,0.6233,0.157,0.08392999999999999,96.259,22530,43.02,1.14,5.37,20.42,30.37
2020-07-15,17.18,44.63,0.6299,0.155,0.085,96.081,22530,44.12,1.1412,5.69,20.415,30.35
2020-07-16,17.01,44.28,0.6168,0.145,0.08721,96.346,22530,43.8,1.1384,5.72,20.44,30.39
2020-07-17,16.28,43.52,0.6266,0.1451,0.08978,95.94200000000001,22530,43.22,1.1428,5.51,20.47,30.47
2020-07-20,15.69,42.5,0.6102,0.1472,0.09266,95.83200000000001,22530,43.03,1.1448,5.49,20.485,30.51
2020-07-21,17.41,44.65,0.6004,0.1411,0.09087,95.117,22530,44.29,1.1527,5.86,20.535,30.59
2020-07-22,16.95,43.61,0.5971,0.1492,0.08774,94.988,22530,44.24,1.157,5.79,20.535,30.6
2020-07-23,16.82,43.7,0.5774,0.1513,0.08404,94.69200000000001,22530,44.62,1.1596,5.76,20.515,30.62
2020-07-24,16.74,43.43,0.5888,0.1473,0.08471000000000001,94.435,22530,43.38,1.1656,5.72,20.495,30.62
2020-07-27,16.7,44.07,0.6151,0.1514,0.08567000000000001,93.66799999999999,22530,43.14,1.1752,5.63,20.49,30.61
2020-07-28,16.35,43.55,0.579,0.1387,0.08498,93.696,22530,43.4,1.1716,5.53,20.515,30.67
2020-07-29,17.03,44.03,0.5741,0.1309,0.08472,93.45299999999999,22530,43.59,1.1792,5.74,20.55,30.76
2020-07-30,15.77,41.87,0.5462,0.1172,0.08121,93.021,22530,42.99,1.1847,5.51,20.57,30.78
2020-07-31,15.74,42.08,0.5282,0.1054,0.08332,93.34899999999999,23870,43.02,1.1778,5.49,20.61,30.85
2020-08-03,15.25,42.25,0.5543,0.1093,0.08394,93.542,23870,44.02,1.1762,5.52,20.64,30.92
2020-08-04,15.74,43.47,0.5069,0.1073,0.08511,93.382,23870,44.27,1.1803,5.78,20.675,30.98
2020-08-05,15.94,43.85,0.5477,0.1171,0.08082,92.868,23870,45.34,1.1863,5.98,20.705,31.0
2020-08-06,15.45,43.64,0.5362,0.1151,0.07612999999999999,92.788,23870,45.17,1.1877,5.68,20.72,31.03
2020-08-07,15.45,43.44,0.564,0.129,0.07664,93.435,23870,44.87,1.1787,5.74,20.69,30.95
2020-08-10,16.48,44.51,0.5755,0.131,0.0825,93.58200000000001,23870,45.01,1.1738,6.04,20.665,30.91
2020-08-11,15.16,44.97,0.6415,0.1489,0.08156000000000001,93.62799999999999,23870,45.21,1.1740000000000002,5.94,20.6509,30.81
2020-08-12,14.92,44.09,0.6747,0.1609,0.08089,93.443,23870,45.08,1.1784,5.98,20.69,30.85
2020-08-13,14.6,43.01,0.7208,0.1629,0.0775,93.335,23870,45.34,1.1814,5.89,20.66,30.75
2020-08-14,14.64,43.2,0.7094,0.145,0.0796,93.096,23870,44.62,1.1842,6.05,20.655,30.7
2020-08-17,13.91,42.64,0.6882,0.1511,0.08138,92.851,23870,44.94,1.187,5.92,20.685,30.76
2020-08-18,13.95,42.43,0.6687,0.1431,0.08076,92.271,23870,45.49,1.1931,5.95,20.735,30.91
2020-08-19,13.82,41.96,0.6801,0.1391,0.08025,92.887,23870,45.19,1.1838,5.73,20.685,30.79
2020-08-20,13.4,41.32,0.6509,0.1411,0.07823,92.79299999999999,23870,45.05,1.186,5.51,20.685,30.79
2020-08-21,13.16,41.01,0.6282,0.1432,0.07662999999999999,93.24700000000001,23870,44.92,1.1797,5.27,20.72,30.9
2020-08-24,13.62,42.22,0.6542,0.1513,0.07756,93.29799999999999,23870,45.19,1.1788,5.45,20.755,30.96
2020-08-25,13.51,40.88,0.6835,0.1493,0.07486,93.01899999999999,23870,45.87,1.1835,5.49,20.77,30.95
2020-08-26,12.96,40.01,0.6884,0.1504,0.07582,93.006,23870,46.05,1.183,5.3,20.805,31.02
2020-08-27,13.04,39.74,0.7522,0.1583,0.07474,93.001,23870,45.81,1.1822,5.36,20.78,30.87
2020-08-28,13.13,40.69,0.7211,0.127,0.07477,92.37100000000001,23870,45.33,1.1903,5.39,20.835,30.98
2020-08-31,12.74,39.94,0.7048,0.1309,0.07583,92.14399999999999,24390,46.27,1.1936,5.28,20.87,31.13
2020-09-01,12.48,39.43,0.6689,0.1309,0.079,92.338,24390,45.3,1.1912,5.32,20.81,31.02
2020-09-02,12.4,39.19,0.6477,0.1329,0.08031,92.84700000000001,24390,45.02,1.1855,5.12,20.78,31.01
2020-09-03,12.59,39.11,0.6347,0.127,0.07891000000000001,92.73899999999999,24390,43.36,1.1852,4.99,20.74,30.915
2020-09-04,12.25,39.08,0.718,0.1428,0.07757,92.719,24390,43.42,1.1838,4.93,20.705,30.8
2020-09-07,12.25,39.08,0.718,0.1428,0.07757,92.719,24390,41.64,1.1817,4.93,20.705,30.8
2020-09-08,11.06,38.18,0.6788,0.1408,0.07997,93.445,24390,40.29,1.1778,4.5,20.715,30.84
2020-09-09,11.07,37.95,0.7001,0.1468,0.08042,93.255,24390,39.82,1.1803,4.54,20.73,30.86
2020-09-10,10.19,37.0,0.6772,0.1389,0.08127999999999999,93.336,24390,39.83,1.1815,4.36,20.735,30.9
2020-09-11,10.22,36.9,0.6658,0.127,0.08126,93.333,24390,39.37,1.1846,4.47,20.735,30.86
2020-09-14,10.17,36.66,0.6723,0.13699999999999998,0.08187,93.052,24390,38.96,1.1866,4.4,20.73,30.83
2020-09-15,10.71,36.27,0.6789,0.139,0.08261,93.05,24390,39.35,1.1847,4.34,20.735,30.85
2020-09-16,11.64,37.81,0.6969,0.13699999999999998,0.08217999999999999,93.214,24390,41.29,1.1816,4.56,20.76,30.87
2020-09-17,11.86,37.8,0.6887,0.135,0.081,92.97,24390,42.07,1.1848,4.68,20.76,30.88
2020-09-18,11.65,37.19,0.6937,0.1391,0.08022,92.926,24390,42.98,1.1840000000000002,4.82,20.75,30.87
2020-09-21,11.29,36.43,0.6658,0.1371,0.08162,93.656,24390,41.49,1.1771,4.56,20.7,30.79
2020-09-22,11.08,35.53,0.6708,0.1351,0.08033,93.988,24390,41.32,1.1708,4.47,20.71,30.8
2020-09-23,10.41,34.39,0.6724,0.1387,0.07833,94.389,24390,41.4,1.166,4.21,20.69,30.79
2020-09-24,10.64,34.32,0.6659,0.1328,0.07669,94.354,24390,41.22,1.1672,4.31,20.67,30.81
2020-09-25,10.22,34.64,0.6544,0.1289,0.07768,94.64200000000001,24390,41.93,1.1631,4.14,20.69,30.84
2020-09-28,10.34,35.31,0.6528,0.125,0.08127999999999999,94.27799999999999,24390,41.61,1.1666,4.29,20.735,30.92
2020-09-29,9.99,34.28,0.6495,0.12300000000000001,0.08306000000000001,93.891,24390,41.46,1.1744,4.16,20.76,30.96
2020-09-30,10.01,34.33,0.684,0.127,0.08086,93.88600000000001,24270,40.65,1.1721,4.09,20.73,30.87
2020-10-01,9.68,33.13,0.6774,0.127,0.08026,93.711,24270,39.94,1.1748,3.95,20.66,30.79
2020-10-02,9.87,32.98,0.7005,0.1289,0.07533,93.844,24270,38.09,1.1716,4.12,20.645,30.75
2020-10-05,10.51,33.74,0.7817,0.1447,0.07789,93.51299999999999,24270,39.07,1.1783,4.23,20.64,30.64
2020-10-06,10.13,33.39,0.7353,0.1467,0.07891000000000001,93.686,24270,40.33,1.1734,4.04,20.64,30.65
2020-10-07,10.28,33.5,0.7868,0.1507,0.07979,93.63,24270,40.45,1.1763,4.13,20.6461,30.64
2020-10-08,11.18,35.26,0.7852,0.1508,0.07884,93.605,24270,41.06,1.1759,4.38,20.695,30.76
2020-10-09,10.82,34.74,0.7737,0.1529,0.07979,93.057,24270,41.61,1.1826,4.26,20.69,30.78
2020-10-12,10.81,34.63,0.7737,0.1529,0.07979,93.065,24270,40.57,1.1813,4.29,20.695,30.75
2020-10-13,10.52,34.22,0.7272,0.139,0.08271,93.531,24270,40.68,1.1746,4.23,20.68,30.8
2020-10-14,10.45,34.15,0.7256,0.139,0.08371,93.382,24270,41.2,1.1746,4.2,20.6878,30.81
2020-10-15,10.61,34.45,0.7322,0.139,0.08617000000000001,93.85600000000001,24270,41.29,1.1708,4.27,20.68,30.81
2020-10-16,10.09,34.1,0.7456,0.1431,0.09128,93.682,24270,41.37,1.1718,4.07,20.6897,30.78
2020-10-19,9.82,33.42,0.769,0.1451,0.08742,93.427,24270,41.38,1.1769,3.98,20.67,30.75
2020-10-20,10.07,33.7,0.7857,0.1431,0.0884,93.06700000000001,24270,41.04,1.1822,4.15,20.67,30.69
2020-10-21,9.66,33.16,0.8226,0.1472,0.09064,92.611,24270,40.88,1.1861,4.1,20.668000000000003,30.7
2020-10-22,10.17,34.86,0.8562,0.1533,0.08886000000000001,92.95100000000001,24270,40.91,1.1818,4.37,20.655,30.64
2020-10-23,10.02,34.16,0.8429,0.1554,0.08718,92.76799999999999,24270,41.05,1.186,4.44,20.655,30.67
2020-10-26,9.46,33.35,0.8009999999999999,0.1494,0.08403,93.045,24270,39.22,1.181,4.13,20.665,30.72
2020-10-27,9.27,32.82,0.7676,0.1453,0.0873,92.94,24270,39.53,1.1796,4.13,20.6795,30.77
2020-10-28,8.88,31.57,0.7709999999999999,0.1466,0.09016,93.405,24270,38.42,1.1746,3.85,20.655,30.73
2020-10-29,9.13,32.97,0.823,0.1466,0.08311,93.955,24270,37.12,1.1674,3.99,20.61,30.61
2020-10-30,9.13,32.62,0.8737,0.1525,0.08136,94.038,24270,36.5,1.1647,3.96,20.57,30.51
2020-11-02,9.65,33.99,0.8434,0.1545,0.07927000000000001,94.12899999999999,24650,35.89,1.1641,4.15,20.56,30.53
2020-11-03,9.69,33.41,0.8993,0.1663,0.08496000000000001,93.553,24650,38.44,1.1715,4.14,20.55,30.51
2020-11-04,9.81,33.23,0.7629,0.1447,0.08634,93.40700000000001,24650,39.09,1.1726,4.27,20.56,30.58
2020-11-05,10.47,33.17,0.7629,0.1447,0.08702,92.525,24650,39.79,1.1826,4.29,20.565,30.59
2020-11-06,10.01,32.78,0.8185,0.1527,0.0864,92.229,24650,39.22,1.1874,4.13,20.515,30.44
2020-11-09,12.23,36.93,0.9235,0.1706,0.08511,92.725,24650,39.97,1.1813,5.09,20.51,30.37
2020-11-10,12.38,36.86,0.9595,0.1807,0.08553999999999999,92.749,24650,41.72,1.1815,5.07,20.525,30.4
2020-11-11,11.9,36.48,0.9753,0.1807,0.08553999999999999,93.04299999999999,24650,43.42,1.1777,5.07,20.54,30.45
2020-11-12,11.31,35.23,0.8815,0.1768,0.08736000000000001,92.963,24650,42.97,1.1806,4.82,20.56,30.54
2020-11-13,11.8,36.08,0.8963,0.179,0.08612,92.755,24650,42.05,1.1834,5.06,20.56,30.54
2020-11-16,12.7,38.16,0.9061,0.1771,0.0856,92.64200000000001,24650,42.93,1.1852,5.48,20.56,30.48
2020-11-17,12.99,38.67,0.857,0.1692,0.08561,92.416,24650,42.76,1.1862,5.5,20.56,30.55
2020-11-18,12.87,37.21,0.8701,0.1732,0.0852,92.316,24650,43.05,1.1853,5.49,20.565,30.55
2020-11-19,13.36,37.4,0.8293,0.1612,0.08503,92.294,24650,43.12,1.1875,5.69,20.5701,30.6
2020-11-20,13.49,36.94,0.8243,0.1573,0.08466,92.39200000000001,24650,43.38,1.1857,5.6,20.585,30.66
2020-11-23,15.76,39.36,0.8537,0.1594,0.08305,92.505,24650,44.75,1.1841,6.17,20.57,30.62
2020-11-24,16.78,41.98,0.8799,0.1602,0.08046,92.226,24650,45.51,1.1892,6.45,20.61,30.64
2020-11-25,16.72,40.81,0.8816,0.1583,0.08042,91.994,24650,46.91,1.1917,6.43,20.625,30.68
2020-11-26,16.72,40.81,0.8816,0.1583,0.08042,91.994,24650,46.66,1.1913,6.43,20.625,30.68
2020-11-27,16.56,40.19,0.8373,0.1524,0.08046,91.79,24650,46.79,1.1963,6.35,20.66,30.77
2020-11-30,15.76,38.13,0.8389,0.1485,0.08202000000000001,91.869,25260,46.43,1.1927,5.92,20.675,30.82
2020-12-01,15.13,38.5,0.9259999999999999,0.1662,0.08701,91.31299999999999,25260,46.73,1.2071,5.86,20.63,30.69
2020-12-02,15.89,39.94,0.9359999999999999,0.1584,0.08721,91.118,25260,46.69,1.2115,6.06,20.66,30.73
2020-12-03,16.39,40.21,0.9063,0.1486,0.08714,90.714,25260,47.46,1.2144,6.19,20.705,30.82
2020-12-04,18.59,41.68,0.9659,0.1507,0.08229,90.70100000000001,25260,48.35,1.2121,6.85,20.715,30.75
2020-12-07,18.19,40.9,0.9228,0.1408,0.08089,90.792,25260,47.77,1.2109,6.69,20.75,30.84
2020-12-08,19.13,42.24,0.9179,0.1508,0.08144,90.965,25260,47.79,1.2104,7.07,20.76,30.89
2020-12-09,19.39,42.8,0.9361,0.1488,0.08511,91.087,25260,48.31,1.2081,7.15,20.755,30.87
2020-12-10,21.31,44.01,0.9063,0.1369,0.08148999999999999,90.824,25260,48.87,1.2138,7.3,20.765,30.91
2020-12-11,20.89,43.8,0.8964,0.115,0.08227000000000001,90.976,25260,49.58,1.2112,7.06,20.775,30.94
2020-12-14,19.17,42.22,0.8931,0.115,0.08199,90.711,25260,49.65,1.2144,6.72,20.785,30.92
2020-12-15,19.84,43.04,0.9079999999999999,0.113,0.08625,90.473,25260,49.61,1.2151,6.91,20.815,30.98
2020-12-16,19.45,43.7,0.9163,0.115,0.08217999999999999,90.45,25260,50.12,1.22,6.97,20.835,30.96
2020-12-17,19.18,43.48,0.9329,0.121,0.08818,89.822,25260,50.78,1.2268,6.91,20.845,31.0
2020-12-18,18.52,42.73,0.9462,0.121,0.08854,90.016,25260,50.69,1.2257,6.73,20.825,30.98
2020-12-21,17.47,41.95,0.9346,0.121,0.08724,90.04299999999999,25260,49.57,1.2244,6.55,20.815,30.97
2020-12-22,16.92,41.24,0.9164,0.1129,0.08876,90.654,25260,49.22,1.2163,6.31,20.835,31.0
2020-12-23,17.89,41.77,0.943,0.1169,0.08744,90.413,25260,49.46,1.2187,6.81,20.835,31.01
2020-12-24,17.67,41.6,0.9231,0.1189,0.0872,90.323,25260,50.31,1.2187,6.63,20.845,31.02
2020-12-25,17.67,41.6,0.9231,0.1189,0.0872,90.223,25260,50.31,1.2193,6.63,20.845,31.02
2020-12-28,17.4,41.74,0.9231,0.1189,0.08288,90.337,25260,50.1,1.2216,6.63,20.855,31.05
2020-12-29,17.24,41.27,0.9364,0.125,0.08338999999999999,89.994,25260,50.16,1.2249,6.57,20.85,31.02
2020-12-30,17.91,41.6,0.9231,0.1211,0.08348,89.68,25260,50.22,1.2298,6.8,20.87,31.06
2020-12-31,17.31,41.22,0.9132,0.1211,0.08232,89.93700000000001,25480,50.24,1.2216,6.67,20.905,31.17
2021-01-01,17.31,41.22,0.9132,0.1211,0.08232,89.93700000000001,25480,50.24,1.2215,6.67,20.905,31.17
2021-01-04,17.45,41.5,0.9132,0.1132,0.08553999999999999,89.869,25480,51.35,1.2248,6.83,20.93,31.18
2021-01-05,19.21,43.5,0.9549,0.1211,0.08681,89.436,25480,50.75,1.2298,7.45,20.93,31.15
2021-01-06,20.0,44.61,1.0355,0.1369,0.09093,89.53,25480,53.29,1.2327,7.5,20.91,31.04
2021-01-07,20.57,44.96,1.0795,0.1369,0.0894,89.82600000000001,25480,53.84,1.2272,7.69,20.92,31.02
2021-01-08,20.08,45.46,1.1153,0.1329,0.09022000000000001,90.098,25480,54.39,1.2218,7.55,20.865,30.89
2021-01-11,20.08,46.84,1.146,0.1449,0.09422,90.465,25480,54.76,1.2151,7.64,20.825,30.84
2021-01-12,22.62,47.88,1.1291,0.1449,0.08868999999999999,90.09299999999999,25480,55.41,1.2207,8.39,20.85,30.86
2021-01-13,22.33,48.42,1.0832,0.14300000000000002,0.08797999999999999,90.355,25480,55.81,1.2157,8.04,20.86,30.94
2021-01-14,24.24,50.31,1.1292,0.139,0.0871,90.23899999999999,25480,55.19,1.2155,8.67,20.88,30.95
2021-01-15,22.39,47.89,1.0835,0.133,0.08484,90.772,25480,54.68,1.2082,8.25,20.92,31.01
2021-01-18,22.39,47.89,1.0835,0.133,0.08484,90.765,25480,53.92,1.2077,8.25,20.92,31.01
2021-01-19,23.07,48.84,1.0886,0.131,0.08068,90.49799999999999,25480,54.85,1.2129,8.57,20.945,31.07
2021-01-20,23.02,49.53,1.0802,0.127,0.08638,90.475,25480,55.75,1.2106,8.62,20.96,31.12
2021-01-21,21.54,48.11,1.1058,0.1189,0.08613,90.131,25480,55.14,1.2164,8.25,21.02,31.2
2021-01-22,21.49,47.43,1.0855,0.1209,0.08455,90.238,25480,54.69,1.2171,8.15,20.985,31.15
2021-01-25,21.51,46.9,1.0295,0.1149,0.08521000000000001,90.391,25480,54.85,1.2139,7.82,21.0182,31.24
2021-01-26,20.38,45.87,1.0347,0.1211,0.08476,90.17,25480,54.87,1.216,7.47,21.015,31.19
2021-01-27,20.58,45.35,1.0161,0.1191,0.08528,90.647,25480,55.31,1.2111,7.54,21.02,31.19
2021-01-28,20.95,46.06,1.0449,0.1172,0.08237,90.455,25480,54.36,1.2122,7.56,21.035,31.24
2021-01-29,20.06,44.84,1.0655,0.1093,0.08338,90.584,25480,54.41,1.2136,7.24,21.025,31.21
2021-02-01,20.39,44.92,1.0792,0.1073,0.08934,90.98,25790,55.14,1.206,7.34,21.01,31.16
2021-02-02,20.73,45.63,1.0963,0.1132,0.0825,91.197,25790,56.82,1.2044,7.38,21.03,31.2
2021-02-03,22.02,47.42,1.1374,0.1171,0.08257,91.171,25790,57.74,1.2036,7.8,21.035,31.18
2021-02-04,22.3,48.33,1.1392,0.1112,0.08171,91.529,25790,58.26,1.1964,7.81,21.025,31.14
2021-02-05,22.56,49.95,1.1635,0.1013,0.08155,91.042,25790,58.94,1.2046,7.94,21.04,31.11
2021-02-08,25.45,52.1,1.1705,0.1111,0.07918,90.934,25790,59.59,1.205,8.98,21.0492,31.14
2021-02-09,24.65,50.63,1.1568,0.1151,0.08536,90.439,25790,60.3,1.2119,8.89,21.06,31.18
2021-02-10,25.6,51.12,1.1225,0.1071,0.08169,90.37100000000001,25790,60.47,1.2118,9.09,21.07,31.21
2021-02-11,24.98,49.84,1.1632,0.1091,0.07304,90.417,25790,60.55,1.213,8.75,21.075,31.15
2021-02-12,25.39,50.52,1.2082,0.109,0.07219,90.48,25790,60.79,1.212,8.97,21.06,31.1
2021-02-15,25.39,50.52,1.2082,0.109,0.07219,90.48,25790,62.61,1.2129,8.97,21.06,31.1
2021-02-16,26.46,52.04,1.3141,0.11900000000000001,0.06614,90.509,25790,62.49,1.2106,9.55,20.995,30.95
2021-02-17,26.73,52.85,1.2703,0.1029,0.06854,90.95100000000001,25790,63.06,1.2038,9.58,20.975,30.93
2021-02-18,25.28,52.02,1.2956,0.1049,0.07528,90.59200000000001,25790,63.44,1.2092,9.12,20.9193,30.8
2021-02-19,25.42,52.37,1.3364,0.1048,0.07327,90.36399999999999,25790,61.32,1.2119,9.45,20.87,30.65
2021-02-22,26.47,54.3,1.3653,0.1109,0.07401,90.01,25790,62.01,1.2157,10.2,20.905,30.65
2021-02-23,26.06,55.05,1.3416,0.1108,0.07278,90.169,25790,63.73,1.215,11.16,20.92,30.65
2021-02-24,28.16,56.7,1.3756,0.12300000000000001,0.07637999999999999,90.176,25790,64.0,1.2166,11.84,20.925,30.63
2021-02-25,26.75,55.76,1.5199,0.172,0.0793,90.134,25790,65.42,1.2175,11.3,20.7,30.22
2021-02-26,26.61,54.37,1.4049,0.127,0.08158,90.87899999999999,25790,64.37,1.2075,11.1,20.85,30.57
2021-03-01,27.64,56.4,1.4169999999999998,0.1191,0.07777,91.039,25030,64.21,1.2049,11.2,20.85,30.51
2021-03-02,27.82,56.07,1.3914,0.1211,0.07522000000000001,90.785,25030,61.94,1.2091,11.23,20.93,30.63
2021-03-03,28.66,56.52,1.4808,0.1407,0.0718,90.947,25030,62.12,1.2063,11.63,20.9,30.55
2021-03-04,29.9,58.71,1.564,0.1447,0.07341,91.631,25030,64.23,1.1969,12.36,20.835,30.42
2021-03-05,31.23,60.93,1.5661,0.1369,0.07151,91.977,25030,67.03,1.1915,12.98,20.85,30.46
2021-03-08,29.77,60.87,1.5907,0.1626,0.07164,92.31299999999999,25030,68.17,1.1847,12.38,20.75,30.29
2021-03-09,28.65,59.93,1.5263,0.1607,0.07463,91.958,25030,66.38,1.1901,12.0,20.82,30.48
2021-03-10,29.36,61.77,1.5178,0.1528,0.07201,91.823,25030,65.6,1.1929,12.22,20.885,30.61
2021-03-11,30.98,61.31,1.537,0.1389,0.08155,91.42,25030,67.39,1.1986,12.51,20.95,30.64
2021-03-12,30.63,61.97,1.6247,0.147,0.07367,91.679,25030,68.14,1.1953,12.2,20.86,30.38
2021-03-15,29.3,60.39,1.6055,0.151,0.08382,91.833,25030,68.18,1.1929,12.05,20.9,30.48
2021-03-16,28.17,59.11,1.6179,0.149,0.08334,91.865,25030,66.89,1.1903,11.46,20.94,30.55
2021-03-17,29.04,59.37,1.6427,0.133,0.07465,91.44200000000001,25030,66.76,1.1979,11.66,20.94,30.52
2021-03-18,26.62,56.81,1.7082,0.1531,0.07558,91.86200000000001,25030,64.79,1.1915,10.68,20.825,30.3
2021-03-19,28.1,56.49,1.7209999999999999,0.1492,0.07041,91.919,25030,62.47,1.1904,11.02,20.815,30.37
2021-03-22,27.46,55.91,1.6946,0.1472,0.07493,91.742,25030,63.22,1.1933,10.83,20.865,30.51
2021-03-23,26.59,55.22,1.6206,0.1452,0.07601000000000001,92.336,25030,62.27,1.1849,10.17,20.885,30.59
2021-03-24,27.06,56.34,1.6084,0.1465,0.07755,92.52799999999999,25030,61.61,1.1813,10.44,20.92,30.68
2021-03-25,26.7,56.18,1.6332,0.1367,0.07645,92.848,25030,61.63,1.1764,10.53,20.93,30.64
2021-03-26,27.76,57.71,1.676,0.1387,0.07587,92.766,25030,62.56,1.1794,11.09,20.945,30.66
2021-03-29,27.0,57.4,1.7081,0.1407,0.07975,92.944,25030,62.86,1.1765,10.9,20.91,30.57
2021-03-30,27.33,56.69,1.7029,0.1465,0.07484,93.29700000000001,25030,63.37,1.1717,10.98,20.875,30.51
2021-03-31,26.62,55.83,1.7404,0.1603,0.07336000000000001,93.23200000000001,25320,63.07,1.173,10.68,20.87,30.55
2021-04-01,27.38,57.39,1.6699,0.1585,0.07396,92.929,25320,61.75,1.1777,11.79,20.87,30.51
2021-04-02,27.38,57.39,1.7216,0.1862,0.07644,93.022,25320,61.75,1.1759,11.79,20.87,30.51
2021-04-05,25.31,56.5,1.7003,0.1664,0.07891000000000001,92.595,25320,61.68,1.1813,11.19,20.825,30.425
2021-04-06,25.35,56.34,1.656,0.1566,0.08071,92.335,25320,61.31,1.1876,11.14,20.86,30.44
2021-04-07,25.3,56.59,1.6739,0.1527,0.07495,92.455,25320,60.67,1.1868,10.94,20.89,30.47
2021-04-08,24.73,56.0,1.6192,0.1488,0.07395,92.059,25320,61.2,1.1914,10.9,20.91,30.53
2021-04-09,24.59,55.87,1.6585,0.1548,0.0739,92.163,25320,61.12,1.1899,10.91,20.89,30.44
2021-04-12,24.23,55.5,1.6657,0.1668,0.07307999999999999,92.13799999999999,25320,61.44,1.1911,10.77,20.88,30.47
2021-04-13,24.29,55.71,1.6145,0.1589,0.07489,91.852,25320,61.85,1.1948,10.76,20.93,30.57
2021-04-14,25.55,57.32,1.6323,0.161,0.06948,91.69,25320,63.39,1.198,11.09,20.94,30.58
2021-04-15,24.86,56.98,1.5759,0.159,0.06511,91.671,25320,64.48,1.1967,10.84,21.0,30.75
2021-04-16,24.38,56.66,1.5798,0.1612,0.06409,91.556,25320,65.21,1.1983,10.53,21.0,30.71
2021-04-19,24.54,56.48,1.6047,0.1572,0.05922,91.069,25320,65.1,1.2037,10.63,20.99,30.69
2021-04-20,23.2,55.29,1.5589,0.1492,0.06966,91.241,25320,65.36,1.2036,10.11,20.995,30.71
2021-04-21,24.45,56.0,1.5555,0.1472,0.06955,91.155,25320,64.02,1.2035,10.44,21.0,30.75
2021-04-22,24.1,55.27,1.538,0.1472,0.0722,91.333,25320,63.06,1.2015,10.33,21.005,30.77
2021-04-23,24.65,55.57,1.5577,0.1575,0.06892999999999999,90.859,25320,63.63,1.2097,10.67,21.015,30.79
2021-04-26,24.9,55.68,1.5667,0.1677,0.06878,90.807,25320,63.22,1.2086,10.78,21.025,30.8
2021-04-27,25.09,56.41,1.6216,0.1798,0.06723,90.90899999999999,25320,63.91,1.2091,11.04,21.025,30.8
2021-04-28,26.1,58.11,1.6094,0.1641,0.06357,90.609,25320,64.53,1.2126,11.75,21.095,30.91
2021-04-29,25.94,58.94,1.6343,0.1622,0.062189999999999995,90.61399999999999,25320,65.71,1.2121,11.73,21.105,30.9
2021-04-30,25.36,57.24,1.6259,0.1584,0.05777,91.28,25240,65.42,1.202,11.26,21.105,30.9
2021-05-03,26.14,58.82,1.5976,0.1585,0.07656,90.945,25240,65.09,1.2064,11.13,21.1,30.8
2021-05-04,25.86,59.19,1.5924,0.1585,0.058070000000000004,91.288,25240,66.67,1.2014,11.32,21.12,30.87
2021-05-05,27.05,60.97,1.5659999999999998,0.1506,0.05337000000000001,91.30799999999999,25240,68.2,1.2005,11.7,21.205,31.03
2021-05-06,26.65,61.55,1.5696,0.1527,0.05382000000000001,90.95100000000001,25240,67.49,1.2065,11.5,21.185,30.99
2021-05-07,27.39,62.43,1.5771,0.1448,0.054560000000000004,90.23299999999999,25240,66.57,1.2166,11.89,21.23,31.07
2021-05-10,26.63,62.58,1.6019999999999999,0.1528,0.05996,90.212,25240,67.1,1.2129,11.65,21.25,31.08
2021-05-11,24.53,60.59,1.6217,0.1588,0.055479999999999995,90.141,25240,66.39,1.2148,11.49,21.215,31.01
2021-05-12,25.12,60.04,1.6916,0.1629,0.0541,90.713,25240,67.46,1.2072,11.54,21.195,30.93
2021-05-13,23.71,59.3,1.6574,0.1529,0.05446,90.75200000000001,25240,66.78,1.2081,11.07,21.185,30.94
2021-05-14,25.1,60.77,1.6284,0.147,0.05375,90.321,25240,66.16,1.2141,11.8,21.235,31.07
2021-05-17,26.39,62.19,1.6488,0.1531,0.05655,90.164,25240,67.52,1.2152,12.25,21.26,31.11
2021-05-18,25.87,60.43,1.6369,0.1491,0.05527000000000001,89.75,25240,68.39,1.2222,11.93,21.265,31.08
2021-05-19,25.07,58.98,1.671,0.1552,0.0544,90.191,25240,65.95,1.2175,11.61,21.14,30.86
