,OXY,XOM,USGG10YR,USGG2YR,CL1,BSBYON,DXY,OPCRTOTL,OPECDALY,EURUSD,MRO,TIPX,SPIP,XOM,MRO,OXY,CL1
,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,LAST,VOLUME,VOLUME,VOLUME,VOLUME
2017-08-09,61.66,80.21,2.2476,1.3387,49.56,1.1823,93.548,32850,50.48,1.1759,12.2,19.56,28.275,8087101,13580863,2483393,858250
2017-08-10,61.34,78.97,2.1975,1.3246,48.59,1.17804,93.401,32850,50.7,1.1772,12.05,19.58,28.34,12580300,12984711,2991021,1135440
2017-08-11,61.13,78.21,2.1888,1.294,48.82,1.1829,93.069,32850,49.37,1.1821,12.12,19.595,28.335,10192375,11705821,2475317,804237
2017-08-14,61.24,78.23,2.2185,1.3182,47.59,1.18675,93.411,32850,49.46,1.178,11.63,19.51,28.215,8862475,14230605,2464144,763241
2017-08-15,60.62,78.04,2.2728,1.3465,47.55,1.1881700000000002,93.853,32850,48.45,1.1735,11.53,19.4947,28.14,10350948,11987284,3133324,770358
2017-08-16,59.7,77.47,2.222,1.3261,46.78,1.18745,93.541,32850,48.69,1.1767,11.19,19.54,28.21,9117145,13837717,3687480,815544
2017-08-17,58.92,76.26,2.1853,1.2956,47.09,1.19246,93.622,32850,48.07,1.1723,10.82,19.55,28.275,13400356,15778209,4145853,608314
2017-08-18,59.15,76.64,2.1939,1.3054,48.51,1.19019,93.434,32850,48.86,1.1761,10.87,19.54,28.26,14324342,28729837,4042915,253069
2017-08-21,58.84,76.38,2.1817,1.3012,47.37,1.19048,93.095,32850,49.8,1.1815,10.77,19.5336,28.275,10084930,11220227,2788993,129192
2017-08-22,59.16,76.74,2.2131,1.3216,47.64,1.18765,93.545,32850,49.5,1.1762,10.89,19.52,28.235,9503600,10107701,2563783,38396
2017-08-23,59.6,76.61,2.166,1.3051,48.41,1.19423,93.147,32850,49.49,1.1807,11.02,19.56,28.325,7054254,6713538,2759772,701693
2017-08-24,59.13,76.33,2.1939,1.3297,47.43,1.19605,93.277,32850,49.76,1.1799,10.99,19.501,28.26,8678316,7748814,2387837,831358
2017-08-25,59.22,76.72,2.1659,1.3315,47.87,1.19287,92.74,32850,49.93,1.1924,11.05,19.54,28.29,6844875,7086851,1925903,646518
2017-08-28,59.13,76.47,2.1571,1.3253,46.57,1.19077,92.207,32850,49.86,1.1979,10.92,19.535,28.32,8229665,8585247,2381073,921285
2017-08-29,59.08,76.45,2.1292,1.3155,46.44,1.19649,92.249,32850,49.51,1.1972,10.88,19.58,28.345,7060375,7702913,2825465,895643
2017-08-30,59.17,76.1,2.1309,1.3255,45.96,1.19619,92.884,32850,49.41,1.1884,10.9,19.551,28.345,8217965,8904797,2855922,895643
2017-08-31,59.7,76.33,2.117,1.3255,47.23,1.1963700000000002,92.668,32710,49.36,1.1909999999999998,11.12,19.634,28.42,15641735,15377172,3729611,882983
2017-09-01,59.75,76.57,2.1657,1.342,47.29,1.19622,92.814,32710,49.68,1.186,11.27,19.57,28.35,7361092,7786948,2635770,915708
2017-09-04,59.75,76.57,2.1657,1.342,47.29,1.19622,92.635,32710,50.36,1.1896,11.27,19.57,28.35,7361092,7786948,2635770,915708
2017-09-05,60.72,77.18,2.0596,1.29,48.66,1.19929,92.252,32710,50.99,1.1914,11.29,19.6794,28.565,12784845,11143780,4619762,742808
2017-09-06,61.62,78.78,2.1046,1.3021,49.16,1.20249,92.29,32710,52.04,1.1917,11.73,19.66,28.48,18574383,16719931,4086281,788963
2017-09-07,61.86,79.03,2.0387,1.262,49.09,1.19626,91.663,32710,52.48,1.2023,11.78,19.69,28.62,9836447,10872211,4037058,702514
2017-09-08,60.24,78.82,2.0507,1.262,47.48,1.19559,91.352,32710,52.53,1.2036,11.31,19.73,28.62,8436033,18652332,3502021,843760
2017-09-11,60.41,79.25,2.1306,1.3186,48.07,1.20089,91.875,32710,51.82,1.1953,11.49,19.651,28.515,12955773,8551556,4402960,774468
2017-09-12,60.78,79.5,2.1672,1.3348,48.23,1.19451,91.882,32710,52.08,1.1967,11.59,19.66,28.4554,7644403,8871420,4436640,676040
2017-09-13,61.55,79.77,2.1883,1.3471,49.3,1.19429,92.52,32710,52.92,1.1885,11.91,19.61,28.42,8369659,14818869,4139200,706925
2017-09-14,61.58,80.09,2.1847,1.3615,49.89,1.19584,92.124,32710,53.63,1.1919,11.93,19.64,28.455,9072627,13858566,4765031,709035
2017-09-15,61.35,80.07,2.2023,1.3803,49.89,1.19747,91.872,32710,53.64,1.1945,12.0,19.6279,28.45,16043707,11335041,5291423,433597
2017-09-18,61.8,80.09,2.2287,1.3947,49.91,1.19681,92.047,32710,53.78,1.1954,12.02,19.63,28.44,8594362,10070296,4192394,189605
2017-09-19,61.86,80.22,2.2446,1.4011,49.48,1.19305,91.793,32710,53.81,1.1994,12.0,19.6038,28.39,9277072,7781787,3221259,143379
2017-09-20,62.49,80.55,2.2676,1.4382,50.41,1.18784,92.508,32710,54.06,1.1892,12.42,19.56,28.31,10606860,15745095,3519805,35489
2017-09-21,62.75,79.89,2.2765,1.4385,50.55,1.19433,92.259,32710,54.59,1.1941,12.73,19.52,28.255,11984170,18559423,2676782,580569
2017-09-22,62.94,79.92,2.2499,1.431,50.66,1.19528,92.171,32710,54.84,1.1951,12.79,19.5706,28.33,10205789,11858658,3412058,473795
2017-09-25,64.58,80.98,2.2198,1.423,52.22,1.2014200000000002,92.648,32710,55.62,1.1848,13.19,19.6,28.4,10496637,10769018,5157853,701244
2017-09-26,64.44,80.89,2.2357,1.4356,51.88,1.20497,92.966,32710,56.43,1.1793,13.4,19.6,28.375,8755080,14915364,3425532,709515
2017-09-27,65.19,81.43,2.3103,1.4707,52.14,1.19745,93.361,32710,56.07,1.1745,13.73,19.55,28.275,9724511,21628011,3523410,637035
2017-09-28,64.97,82.19,2.3085,1.4508,51.56,1.19644,93.085,32710,55.59,1.1786,13.53,19.565,28.27,15581727,19314285,3388661,801816
2017-09-29,64.21,81.98,2.3336,1.4827,51.67,1.19316,93.076,32710,55.2,1.1814,13.56,19.53,28.19,9943991,14510249,3559687,551982
2017-10-02,64.11,81.63,2.3408,1.4828,50.58,1.18636,93.559,32770,54.6,1.1733,13.59,19.47,28.1325,6777857,11024592,2775090,600933
2017-10-03,63.98,81.76,2.3229,1.471,50.42,1.19358,93.569,32770,54.28,1.1744,13.76,19.508,28.195,6081997,9736190,1862017,462735
2017-10-04,64.39,81.79,2.3229,1.4711,49.98,1.19597,93.458,32770,53.93,1.1759,13.9,19.52,28.225,6357088,14323322,3355841,598836
2017-10-05,64.35,82.02,2.3480000000000003,1.4873,50.79,1.20166,93.961,32770,54.62,1.1711,13.88,19.5086,28.19,7375872,11090661,3028636,654385
2017-10-06,63.91,81.71,2.3589,1.504,49.29,1.20403,93.8,32770,54.47,1.173,13.55,19.5,28.15,6070620,7784198,2303213,743114
2017-10-09,64.0,82.03,2.3589,1.504,49.58,1.20403,93.675,32770,53.7,1.1740000000000002,13.58,19.53,28.18,7489884,6952850,3117632,505079
2017-10-10,64.5,82.26,2.3607,1.5123,50.92,1.20335,93.29,32770,54.23,1.1808,13.62,19.53,28.21,7218534,9912484,3435363,664839
2017-10-11,64.39,82.6,2.3481,1.5186,51.3,1.20735,93.015,32770,54.54,1.1859,13.68,19.57,28.26,7023706,7727199,2044645,651948
2017-10-12,64.22,82.43,2.3177,1.5127,50.6,1.20455,93.057,32770,54.44,1.183,13.62,19.59,28.31,6647544,6869646,3100040,729273
2017-10-13,64.73,82.41,2.273,1.4929,51.45,1.20876,93.091,32770,55.12,1.182,13.75,19.56,28.34,7180046,11382952,3377630,667497
2017-10-16,64.77,82.81,2.3034,1.5379,51.87,1.20897,93.312,32770,55.74,1.1796,13.85,19.53,28.28,5734007,11375775,2668801,520725
2017-10-17,64.64,82.96,2.2998,1.5463,51.88,1.20756,93.486,32770,55.83,1.1766,13.96,19.52,28.245,6444106,9219151,3092590,471612
2017-10-18,64.63,82.76,2.3465,1.5629,52.04,1.20233,93.363,32770,56.12,1.1787,13.77,19.49,28.205,6367060,9874703,2895117,152620
2017-10-19,64.84,82.74,2.3178,1.5304,51.29,1.19931,93.266,32770,55.52,1.1852,13.74,19.51,28.235,7945461,7345124,3568070,127413
2017-10-20,65.47,83.11,2.3845,1.5763,51.47,1.19717,93.701,32770,55.41,1.1784,13.93,19.4847,28.16,9574086,7477768,4522973,32960
2017-10-23,65.05,83.24,2.3664,1.5642,51.9,1.19753,93.936,32770,55.77,1.1749,13.63,19.51,28.18,9829896,8690537,3410558,583563
2017-10-24,65.82,83.47,2.4189,1.581,52.47,1.20466,93.772,32770,55.59,1.1761,13.71,19.47,28.12,7551187,12140211,6594212,709553
2017-10-25,65.35,83.17,2.4317,1.595,52.18,1.19066,93.711,32770,56.33,1.1813,13.48,19.469,28.1,9153318,11255916,6910348,681739
2017-10-26,64.62,83.47,2.4609,1.6149,52.64,1.20438,94.612,32770,56.45,1.1651,13.56,19.46,28.07,9154478,11090876,4454192,594647
2017-10-27,65.05,83.71,2.4064,1.5875,53.9,1.19801,94.916,32770,57.55,1.1608,13.81,19.4932,28.165,14866246,9057961,5064265,730915
2017-10-30,64.96,83.54,2.3684,1.5737,54.15,1.20405,94.56,32770,58.27,1.1651,14.16,19.54,28.255,7811142,18830332,4371611,565043
2017-10-31,64.57,83.35,2.3793,1.5997,54.38,1.20769,94.552,32550,58.53,1.1646,14.22,19.5333,28.26,9754213,13880305,5235118,497295
2017-11-01,65.46,83.87,2.3721,1.6119,54.3,1.2150299999999998,94.815,32550,59.21,1.1619,14.87,19.52,28.205,9429983,17084309,6184177,671038
2017-11-02,67.9,83.53,2.345,1.608,54.54,1.21406,94.685,32550,58.45,1.1658,15.44,19.525,28.25,7775467,22530148,7875764,482846
2017-11-03,68.26,83.18,2.3325,1.6145,55.64,1.212,94.941,32550,59.12,1.1608,15.58,19.52,28.255,6903526,17527056,6370511,614159
2017-11-06,68.82,83.75,2.3163,1.6207,57.35,1.21069,94.757,32550,61.02,1.161,16.33,19.555,28.315,9276669,23687448,3986193,861713
2017-11-07,68.75,83.58,2.3145,1.6289,57.2,1.20001,94.913,32550,62.07,1.1587,16.16,19.57,28.36,8471825,17796789,3306510,750187
2017-11-08,68.17,83.47,2.3343,1.6452,56.81,1.20079,94.866,32550,61.61,1.1595,15.75,19.57,28.345,8691551,18182248,4635571,919147
2017-11-09,68.7,83.97,2.3416,1.6333,57.17,1.20468,94.444,32550,61.7,1.1642,15.78,19.55,28.33,10528803,13248795,2973928,666949
2017-11-10,68.17,82.94,2.3984,1.6541,56.74,1.20265,94.391,32550,61.91,1.1665,15.62,19.5,28.195,8693652,11447588,3493991,541296
2017-11-13,67.93,82.89,2.4055,1.6808,56.76,1.21097,94.49,32550,61.27,1.1667,15.55,19.509,28.205,6720400,9103704,3682367,631619
2017-11-14,67.32,82.24,2.3717,1.6872,55.7,1.21162,93.827,32550,60.52,1.1798,14.84,19.51,28.245,9251742,14720666,4178263,707338
2017-11-15,66.67,81.21,2.3222,1.6834,55.33,1.20716,93.813,32550,59.79,1.1791,14.79,19.55,28.34,9663606,13358198,4881537,501385
2017-11-16,67.17,80.56,2.3753,1.7082,55.14,1.21056,93.932,32550,59.98,1.177,14.52,19.52,28.265,10527200,14253342,3595945,213923
2017-11-17,68.4,80.24,2.3435,1.7213,56.55,1.20976,93.662,32550,59.9,1.179,15.05,19.53,28.315,9536383,10747254,5513692,184944
2017-11-20,67.81,80.55,2.3666,1.7505,56.09,1.21266,94.08,32550,60.33,1.1733,14.47,19.5,28.28,8468631,14094732,4157569,37702
2017-11-21,67.88,80.87,2.3559,1.7715,56.83,1.21009,93.952,32550,60.49,1.1738,14.52,19.495,28.275,8838367,11689607,2972635,619066
2017-11-22,68.23,81.1,2.3187,1.7267,58.02,1.20137,93.22,32550,61.09,1.1822,14.88,19.5356,28.36,7941632,20262840,2696090,837411
2017-11-23,68.23,81.1,2.3187,1.7267,58.02,1.20137,93.22,32550,61.14,1.1851,14.88,19.5356,28.36,7941632,20262840,2696090,837411
2017-11-24,68.42,81.42,2.3418,1.7443,58.95,1.21029,92.782,32550,61.64,1.1933,15.13,19.5264,28.3101,3851283,6794234,1596187,577826
2017-11-27,68.08,81.11,2.3277,1.7404,58.11,1.21262,92.904,32550,61.51,1.1898,14.48,19.54,28.325,9127527,11718222,8203533,690078
2017-11-28,68.96,81.67,2.3277,1.746,57.99,1.20254,93.27,32550,61.31,1.1840000000000002,14.56,19.5234,28.33,9794574,11013151,4807513,546526
2017-11-29,69.9,82.27,2.3882,1.7619999999999998,57.3,1.19331,93.164,32550,61.14,1.1847,14.75,19.5,28.24,9724992,10057448,5105310,741564
2017-11-30,70.5,83.29,2.4097,1.7819999999999998,57.4,1.19901,93.047,32470,61.06,1.1904,14.84,19.47,28.215,18592679,18675271,6525708,735128
2017-12-01,70.24,83.46,2.3615,1.7719999999999998,58.36,1.21057,92.885,32470,61.71,1.1896,15.08,19.39,28.21,13779254,18223492,4972592,685215
2017-12-04,70.06,83.57,2.3723,1.8063,57.47,1.22918,93.188,32470,61.45,1.1866,14.9,19.42,28.22,12597705,13136865,3678196,529965
2017-12-05,70.0,82.89,2.3509,1.8184,57.62,1.21967,93.379,32470,60.87,1.1826,14.88,19.4097,28.24,9357185,14085702,2723755,499245
2017-12-06,69.27,82.28,2.3385,1.8064,55.96,1.2013200000000002,93.61,32470,60.73,1.1796,14.45,19.44,28.27,13398866,10756646,3304856,678992
2017-12-07,69.41,82.55,2.3634,1.8024,56.69,1.20487,93.795,32470,60.12,1.1773,14.74,19.42,28.225,11359598,7961454,3813135,557325
2017-12-08,68.87,82.66,2.376,1.7945,57.36,1.19573,93.901,32470,61.03,1.1773,15.15,19.43,28.215,11988633,8441696,3063764,681599
2017-12-11,69.5,83.03,2.3886,1.8189,57.99,1.20723,93.866,32470,61.94,1.1769,15.15,19.42,28.185,8760735,10294757,2855752,606724
2017-12-12,70.03,82.76,2.4011,1.8271,57.14,1.20635,94.101,32470,62.75,1.1742,15.18,19.415,28.215,11307030,10990062,6178724,826488
2017-12-13,69.97,83.12,2.3422,1.7743,56.6,1.21157,93.429,32470,61.5,1.1826,15.2,19.44,28.265,10172650,14765400,3985824,658143
2017-12-14,70.55,82.9,2.3493,1.811,57.04,1.21707,93.489,32470,60.87,1.1778,15.12,19.44,28.265,9492394,9192254,5522587,580571
2017-12-15,70.62,83.03,2.353,1.8358,57.3,1.29651,93.932,32470,61.48,1.1749,15.01,19.44,28.265,26582332,16611347,7554041,210054
2017-12-18,70.97,82.94,2.3942,1.8277,57.16,1.42038,93.695,32470,61.64,1.1782,15.43,19.41,28.21,9363466,13875717,3092289,137151
2017-12-19,70.9,82.44,2.4644,1.8525,57.46,1.42054,93.441,32470,61.72,1.1840000000000002,16.02,19.1999,27.925,10285052,14504545,4198199,36286
2017-12-20,71.88,82.87,2.497,1.8567,58.09,1.41054,93.313,32470,62.16,1.1871,16.32,19.1625,27.825,10620305,13842507,2844156,420844
2017-12-21,72.58,83.85,2.4826,1.8775,58.36,1.41054,93.278,32470,62.66,1.1874,17.05,19.19,27.895,13578133,15603162,2902364,405320
2017-12-22,72.99,83.97,2.481,1.8906,58.47,1.40823,93.347,32470,62.66,1.1862,16.9,19.2,27.915,10161447,9381947,5465751,324554
2017-12-25,72.99,83.97,2.481,1.8906,58.47,1.40823,93.267,32470,62.66,1.187,16.9,19.2,27.915,10161447,9381947,5465751,324554
2017-12-26,73.54,83.98,2.4756,1.8991,59.97,1.41498,93.257,32470,63.07,1.1858,17.26,19.21,27.95,4777216,9356686,2214391,437785
2017-12-27,73.32,83.9,2.4107,1.893,59.64,1.41208,93.025,32470,64.24,1.1888,17.01,19.27,28.07,7000612,7509808,2237532,402396
2017-12-28,73.7,84.02,2.4305,1.9071,59.84,1.41363,92.602,32470,64.17,1.1943,17.07,19.27,28.06,7495254,8274650,1682774,345962
2017-12-29,73.66,83.64,2.4054,1.883,60.42,1.41303,92.124,32470,64.47,1.2005,16.93,19.29,28.125,8523411,7122692,3181641,464478
2018-01-01,73.66,83.64,2.4054,1.883,60.42,1.41303,92.24,32380,64.47,1.2012,16.93,19.29,28.125,8523411,7122692,3181641,464478
2018-01-02,73.98,85.03,2.4633,1.9191,60.37,1.4132,91.872,32380,64.84,1.2059,17.38,19.2697,28.07,11469254,8107020,2829956,510313
2018-01-03,75.0,86.7,2.4471,1.9313,61.63,1.41344,92.162,32380,65.13,1.2015,17.67,19.27,28.095,13957739,10684677,3463407,673859
2018-01-04,74.96,86.82,2.4525,1.9515,62.01,1.41481,91.853,32380,66.13,1.2068,18.12,19.27,28.125,10863030,14052092,2706051,654363
2018-01-05,74.55,86.75,2.4763,1.9599,61.44,1.41495,91.949,32380,65.86,1.2029,17.89,19.2899,28.115,11047571,11962183,3240275,563036
2018-01-08,75.19,87.14,2.48,1.9579,61.73,1.41445,92.358,32380,65.85,1.1967,17.97,19.25,28.075,10927088,7096781,3174577,616474
2018-01-09,74.89,86.77,2.553,1.9682,62.96,1.41366,92.528,32380,66.39,1.1937,18.05,19.23,27.98,8131631,12120455,2985147,844720
2018-01-10,74.25,86.08,2.5568,1.9724,63.57,1.41349,92.332,32380,67.24,1.1948,17.9,19.24,27.975,10822328,7921869,4094333,697844
2018-01-11,75.82,86.93,2.5367,1.9786,63.8,1.41391,91.852,32380,67.38,1.2032,18.6,19.21,27.945,14366028,13189720,5061075,876642
2018-01-12,76.53,87.52,2.5462,1.9976,64.3,1.41406,90.974,32380,67.17,1.2202,18.82,19.22,27.97,9834511,10312221,5781137,678727
2018-01-15,76.53,87.52,2.5462,1.9976,64.3,1.41406,90.974,32380,67.78,1.2264,18.82,19.22,27.97,9834511,10312221,5781137,678727
2018-01-16,75.27,86.97,2.5371,2.0142,63.73,1.41437,90.393,32380,67.54,1.226,18.24,19.23,28.025,10882786,13872546,4333089,867771
2018-01-17,75.86,88.0,2.5904,2.0431,63.97,1.41475,90.541,32380,67.07,1.2186,18.84,19.22,28.0,10545961,19818169,3109926,444384
2018-01-18,75.39,87.43,2.6256,2.0434,63.95,1.41489,90.498,32380,67.2,1.2238,18.69,19.2,27.97,9223679,10145137,3012402,204504
2018-01-19,75.55,87.15,2.6592,2.0647,63.37,1.41566,90.572,32380,66.48,1.2222,18.58,19.18,27.925,13090032,7614689,3224752,142711
2018-01-22,77.63,88.25,2.65,2.0608,63.49,1.41488,90.401,32380,66.89,1.2262,19.28,19.18,27.91,10270380,13343213,4309443,40061
2018-01-23,77.42,88.3,2.6131,2.0403,64.47,1.41484,90.124,32380,67.32,1.2299,19.22,19.21,27.97,10281817,11965002,3313985,662456
2018-01-24,77.56,88.53,2.6465,2.0762,65.61,1.41575,89.206,32380,67.61,1.2408,19.28,19.21,27.94,10316111,11367172,3356098,887018
2018-01-25,76.74,88.37,2.617,2.0842,65.51,1.41497,89.391,32380,68.46,1.2396,18.68,19.21,27.995,11271867,9251595,2468719,771758
2018-01-26,77.18,89.0,2.6599,2.1163,66.14,1.41535,89.06700000000002,32380,67.94,1.2427,18.84,19.2001,27.975,10514408,8947447,2345884,678186
2018-01-29,76.24,88.01,2.6936,2.1163,65.56,1.41495,89.30799999999998,32380,67.6,1.2383,18.62,19.17,27.91,9315696,7613634,3014770,656168
2018-01-30,74.76,86.78,2.7199,2.1243,64.5,1.41545,89.16,32380,66.6,1.2402,18.06,19.1301,27.83,12407974,12467494,4415223,688380
2018-01-31,74.97,87.3,2.705,2.1406,64.73,1.41574,89.133,32360,66.28,1.2414,18.19,19.15,27.895,14404736,9760274,4626137,613258
2018-02-01,76.1,89.07,2.7896,2.1609,65.8,1.41731,88.671,32360,66.88,1.251,18.43,18.9798,27.765,17971012,9494424,3165336,685750
2018-02-02,73.58,84.53,2.8411,2.1413,65.45,1.4179700000000002,89.195,32360,67.11,1.2463,17.52,19.07,27.71,29822144,10885077,5505047,857572
2018-02-05,70.91,79.72,2.7056,2.0241,64.15,1.42136,89.554,32360,65.75,1.2367,16.78,19.1417,27.85,30452693,15320078,5786781,891063
2018-02-06,71.22,78.35,2.8016,2.1051,63.39,1.4198,89.585,32360,64.89,1.2377,17.23,19.0597,27.71,36262761,16059039,5616417,797814
2018-02-07,69.87,76.94,2.8359,2.1235,61.79,1.41814,90.255,32360,64.36,1.2264,16.33,19.0648,27.64,21994450,17435450,5630286,1029408
2018-02-08,68.47,76.07,2.824,2.1034,61.15,1.41668,90.229,32360,62.74,1.2247,15.68,19.0605,27.585,25650789,15091086,7126269,929578
2018-02-09,68.18,75.78,2.8512,2.0732,59.2,1.41621,90.442,32360,61.57,1.2252,15.51,19.02,27.495,29491592,17712221,5440264,933307
2018-02-12,69.87,76.42,2.8585,2.0753,59.29,1.41605,90.208,32360,61.04,1.2292,16.27,19.002,27.51,19340419,15792415,3951715,736917
2018-02-13,69.72,76.3,2.8294,2.104,59.19,1.41577,89.70299999999997,32360,60.52,1.2352,16.07,19.049,27.54,11926610,8344398,4519843,580600
2018-02-14,69.85,76.46,2.9022,2.1636,60.6,1.41658,89.12100000000002,32360,60.62,1.2451,16.95,18.9948,27.49,17188405,14150091,8007764,650324
2018-02-15,69.43,76.21,2.9095,2.1844,61.34,1.41719,88.59299999999998,32360,62.09,1.2506,16.32,19.04,27.52,14432424,28950225,5020812,340401
2018-02-16,68.16,76.54,2.8749,2.1895,61.68,1.41928,89.1,32360,62.41,1.2406,15.65,19.055,27.545,13722431,17797975,5793646,181179
2018-02-19,68.16,76.54,2.8749,2.1895,61.68,1.41928,89.1,32360,62.89,1.2407,15.65,19.055,27.545,13722431,17797975,5793646,181179
2018-02-20,67.99,75.75,2.8896,2.2187,61.9,1.41963,89.71600000000002,32360,62.81,1.2337,15.85,19.05,27.52,13387346,22272620,5107948,50208
2018-02-21,67.21,74.89,2.95,2.2661,61.68,1.4190200000000002,90.0,32360,62.5,1.2284,15.3,19.01,27.44,11714985,16923664,5113629,466924
2018-02-22,67.92,75.86,2.9207,2.246,62.77,1.41678,89.736,32360,63.08,1.233,15.18,19.05,27.475,14020186,18251556,3785333,592603
2018-02-23,68.32,77.53,2.866,2.238,63.55,1.41741,89.883,32360,64.15,1.2295,15.54,19.05,27.575,13378795,13864993,3854662,460597
2018-02-26,67.27,78.84,2.8623,2.2219,63.91,1.41701,89.853,32360,65.18,1.2317,15.34,19.145,27.62,16940419,13662212,7385607,469853
2018-02-27,66.75,77.5,2.8934,2.26,63.01,1.41761,90.355,32360,64.99,1.2233,15.0,19.055,27.555,14629517,12587922,6623649,562670
2018-02-28,65.6,75.74,2.8606,2.25,61.64,1.4170200000000002,90.613,32210,63.97,1.2194,14.52,19.08,27.6,17087816,15725448,8149584,768409
2018-03-01,65.63,75.2,2.8078,2.2117,60.99,1.41887,90.324,32210,62.17,1.2267,14.53,19.12,27.695,15696665,13600310,5519323,812505
2018-03-02,65.64,75.55,2.8643,2.2418,61.25,1.41714,89.935,32210,61.57,1.2317,14.86,19.106,27.635,15630250,11468734,3752456,613514
2018-03-05,65.92,76.27,2.8808,2.2378,62.57,1.42045,90.08,32210,62.87,1.2336,15.15,19.1052,27.63,14890975,12024009,4746913,599266
2018-03-06,65.66,76.18,2.8863,2.2499,62.6,1.41756,89.618,32210,63.24,1.2404,15.03,19.1,27.615,10754291,9045204,4435259,634953
2018-03-07,65.19,74.26,2.8827,2.2519,61.15,1.41972,89.637,32210,62.68,1.2411,14.8,19.115,27.6,27255463,8609635,4694166,879119
2018-03-08,62.96,74.12,2.8571,2.2498,60.12,1.41983,90.179,32210,61.85,1.2312,14.83,19.1298,27.625,19299848,10863135,9402574,720510
2018-03-09,63.67,74.56,2.8938,2.258,62.04,1.4205,90.093,32210,61.95,1.2307,15.22,19.0887,27.59,19714061,8747156,12059707,659722
2018-03-12,63.89,75.24,2.8681,2.262,61.36,1.42055,89.895,32210,62.53,1.2334,15.09,19.095,27.625,14226706,10335613,7821475,537990
2018-03-13,64.2,74.53,2.8426,2.2539,60.71,1.4205299999999998,89.664,32210,62.15,1.239,14.82,19.08,27.635,13739675,15732246,4840251,747738
2018-03-14,64.04,73.6,2.817,2.258,60.96,1.42151,89.704,32210,61.97,1.2368,14.87,19.1299,27.71,14820676,12526382,3466681,665017
2018-03-15,63.91,74.42,2.8280000000000003,2.2846,61.19,1.42316,90.139,32210,62.24,1.2305,14.91,19.1174,27.715,15640605,10797980,3226136,430201
2018-03-16,64.45,75.12,2.8445,2.2909,62.34,1.4246,90.233,32210,62.74,1.229,15.12,19.11,27.655,32109720,19356808,6189285,202493
2018-03-19,63.65,74.15,2.8555,2.3075,62.06,1.42445,89.765,32210,63.31,1.2335,14.85,19.09,27.61,12744781,9637731,4686207,115962
2018-03-20,63.91,73.99,2.8959,2.3448,63.4,1.4285,90.371,32210,64.11,1.2242,15.26,19.075,27.595,13003183,12136774,4877662,36060
2018-03-21,66.04,75.04,2.883,2.3055,65.17,1.43163,89.78299999999999,32210,65.39,1.2338,16.32,19.11,27.65,15418459,16591062,4784762,763768
2018-03-22,65.18,73.5,2.8244,2.2786,64.3,1.4337799999999998,89.85700000000001,32210,66.19,1.2302,15.84,19.14,27.725,17737019,11604368,6320665,689172
2018-03-23,65.49,72.89,2.8135,2.2538,65.88,1.49512,89.436,32210,66.4,1.2353,15.76,19.15,27.74,20157333,11890897,6253712,752994
2018-03-26,67.2,74.0,2.852,2.2704,65.55,1.60156,89.027,32210,66.81,1.2444,16.27,19.13,27.69,15032698,13256208,3938800,585899
2018-03-27,65.82,73.7,2.7753,2.2641,65.25,1.67742,89.37200000000001,32210,66.81,1.2403,15.82,19.19,27.805,15821908,10584878,5378631,670811
2018-03-28,63.15,72.81,2.7807,2.2842,64.38,1.6788900000000002,90.05799999999998,32210,66.06,1.2308,15.32,19.1737,27.795,18163875,11221623,10391821,697678
2018-03-29,64.96,74.61,2.7389,2.2661,64.94,1.6799400000000002,90.151,32210,65.87,1.23,16.13,19.1948,27.88,14882885,11153849,7823482,562819
2018-03-30,64.96,74.61,2.7389,2.2661,64.94,1.6799400000000002,89.97399999999998,32210,65.87,1.2324,16.13,19.1948,27.88,14882885,11153849,7823482,562819
2018-04-02,64.67,73.22,2.7298,2.2459,63.01,1.68152,90.052,31970,66.08,1.2302,15.57,19.19,27.725,17891083,10380676,6816447,582742
2018-04-03,66.63,75.02,2.7753,2.2782,63.51,1.68082,90.2,31970,64.97,1.227,16.0,19.2,27.72,15999151,8402774,7485955,527289
2018-04-04,66.62,74.87,2.8027,2.2924,63.37,1.68245,90.142,31970,64.48,1.2278,15.89,19.2,27.7,13122170,8410330,6631880,760596
2018-04-05,67.77,76.02,2.832,2.3026,63.54,1.6846599999999998,90.46,31970,65.17,1.224,16.8,19.16,27.63,14199993,20987261,7941162,588597
